feature_row,original_id,nearest_development_similarity,nearest_development_feature_row,nearest_development_original_id
2288,OADMET-0001742,0.34285714285714286,2145,OADMET-0001652
2292,OADMET-0004948,0.3972602739726027,113,OADMET-0005894
2293,OADMET-0004924,0.3,2755,OADMET-0001345
2295,OADMET-0005505,0.35294117647058826,689,OADMET-0002778
2296,OADMET-0005428,0.4189189189189189,2872,OADMET-0002751
2301,OADMET-0002874,0.3880597014925373,3648,OADMET-0001009
2307,OADMET-0002895,0.4090909090909091,3774,OADMET-0003449
2308,OADMET-0003627,0.3076923076923077,118,OADMET-0002073
2319,OADMET-0005138,0.5492957746478874,385,OADMET-0005155
2329,OADMET-0001683,0.35294117647058826,2320,OADMET-0003455
2331,OADMET-0005511,0.3888888888888889,3583,OADMET-0005414
2338,OADMET-0005943,0.3235294117647059,1174,OADMET-0001881
2340,OADMET-0001287,0.3793103448275862,843,OADMET-0002282
2344,OADMET-0002684,0.3235294117647059,3553,OADMET-0005369
2345,OADMET-0003483,0.46835443037974683,27,OADMET-0002717
2349,OADMET-0003354,0.3373493975903614,4016,OADMET-0005527
2350,OADMET-0002160,0.2857142857142857,1653,OADMET-0002132
2352,OADMET-0003726,0.25287356321839083,2118,OADMET-0004723
2356,OADMET-0002758,0.3698630136986301,3998,OADMET-0005123
2359,OADMET-0002827,0.38271604938271603,3995,OADMET-0005653
2367,OADMET-0001942,0.5172413793103449,2947,OADMET-0003300
2368,OADMET-0002057,1.0,1289,OADMET-0002052
2374,OADMET-0003551,0.38961038961038963,1910,OADMET-0005453
2376,OADMET-0005432,0.5483870967741935,3942,OADMET-0005433
2385,OADMET-0001516,0.3387096774193548,2492,OADMET-0002664
2387,OADMET-0001685,0.36065573770491804,3672,OADMET-0001676
2391,OADMET-0005642,0.345679012345679,4039,OADMET-0005748
2392,OADMET-0005379,0.47297297297297297,1570,OADMET-0004285
2405,OADMET-0001750,0.39473684210526316,725,OADMET-0001796
2414,OADMET-0005641,0.36065573770491804,1445,OADMET-0005670
2415,OADMET-0004802,0.4827586206896552,1143,OADMET-0005875
2421,OADMET-0003332,0.4027777777777778,244,OADMET-0002671
2425,OADMET-0001263,0.375,784,OADMET-0000964
2433,OADMET-0001170,0.4307692307692308,3410,OADMET-0001225
2444,OADMET-0005537,0.37662337662337664,4118,OADMET-0003506
2446,OADMET-0006084,0.44776119402985076,113,OADMET-0005894
2451,OADMET-0005070,0.3142857142857143,829,OADMET-0001920
2459,OADMET-0005760,0.3888888888888889,1570,OADMET-0004285
2467,OADMET-0005455,0.28,3483,OADMET-0004885
2470,OADMET-0005366,0.2898550724637681,2282,OADMET-0005705
2476,OADMET-0003634,0.5362318840579711,905,OADMET-0003764
2481,OADMET-0001522,0.3333333333333333,2280,OADMET-0003277
2483,OADMET-0002842,0.3,3149,OADMET-0003415
2484,OADMET-0002944,0.34782608695652173,2770,OADMET-0002950
2491,OADMET-0001413,0.8870967741935484,1911,OADMET-0001412
2496,OADMET-0005476,0.4696969696969697,1788,OADMET-0003353
2503,OADMET-0000950,0.3333333333333333,3439,OADMET-0005648
2504,OADMET-0001550,0.3148148148148148,4064,OADMET-0001513
2505,OADMET-0005519,0.3230769230769231,3672,OADMET-0001676
2507,OADMET-0004863,0.2978723404255319,3897,OADMET-0002319
2512,OADMET-0002693,0.38461538461538464,572,OADMET-0002020
2513,OADMET-0003356,0.4,2641,OADMET-0002686
2526,OADMET-0003384,0.44776119402985076,1536,OADMET-0003289
2527,OADMET-0005589,0.4,1441,OADMET-0006037
2531,OADMET-0004940,0.4268292682926829,1749,OADMET-0005603
2540,OADMET-0002638,0.34328358208955223,1623,OADMET-0004809
2546,OADMET-0005354,0.6896551724137931,3920,OADMET-0003285
2547,OADMET-0002048,0.25,2150,OADMET-0003775
2549,OADMET-0004795,0.3026315789473684,1334,OADMET-0005916
2553,OADMET-0002734,0.3333333333333333,2892,OADMET-0001181
2555,OADMET-0005958,0.38666666666666666,240,OADMET-0003470
2557,OADMET-0005940,0.4393939393939394,2002,OADMET-0005778
2561,OADMET-0002823,0.36538461538461536,3537,OADMET-0003583
2567,OADMET-0002878,0.4142857142857143,286,OADMET-0005102
2571,OADMET-0005959,0.3076923076923077,4118,OADMET-0003506
2576,OADMET-0002006,0.5306122448979592,348,OADMET-0001917
2581,OADMET-0001180,0.35526315789473684,1221,OADMET-0001279
2584,OADMET-0004581,0.417910447761194,547,OADMET-0002847
2585,OADMET-0004765,0.4642857142857143,1681,OADMET-0004733
2592,OADMET-0003026,0.3472222222222222,405,OADMET-0003174
2597,OADMET-0005524,0.35714285714285715,644,OADMET-0005839
2598,OADMET-0003003,0.3780487804878049,2582,OADMET-0002552
2603,OADMET-0005153,0.5138888888888888,1905,OADMET-0006083
2608,OADMET-0005398,0.38571428571428573,2183,OADMET-0002996
2615,OADMET-0001814,0.5217391304347826,2477,OADMET-0001556
2618,OADMET-0005840,0.4225352112676056,4017,OADMET-0004902
2619,OADMET-0003733,0.22807017543859648,2099,OADMET-0002310
2621,OADMET-0002242,0.6086956521739131,1084,OADMET-0002199
2624,OADMET-0003599,0.6349206349206349,868,OADMET-0001949
2627,OADMET-0004727,0.3287671232876712,148,OADMET-0005697
2633,OADMET-0002297,0.47368421052631576,1314,OADMET-0002176
2635,OADMET-0005682,0.390625,835,OADMET-0005262
2638,OADMET-0001349,0.4246575342465753,2651,OADMET-0001296
2642,OADMET-0001527,0.34210526315789475,1300,OADMET-0003458
2648,OADMET-0003020,0.3150684931506849,1646,OADMET-0005263
2649,OADMET-0001794,0.3684210526315789,677,OADMET-0001561
2655,OADMET-0002103,0.3333333333333333,1289,OADMET-0002052
2661,OADMET-0001570,0.35135135135135137,3763,OADMET-0005869
2665,OADMET-0002685,0.38461538461538464,1261,OADMET-0005172
2673,OADMET-0001092,0.36231884057971014,4109,OADMET-0005279
2676,OADMET-0002721,0.4507042253521127,1320,OADMET-0005490
2678,OADMET-0001438,0.35,1911,OADMET-0001412
2683,OADMET-0005230,0.359375,1015,OADMET-0002309
2693,OADMET-0004761,0.3275862068965517,4124,OADMET-0001904
2694,OADMET-0003490,0.38095238095238093,3704,OADMET-0002867
2696,OADMET-0005020,0.36065573770491804,1797,OADMET-0003396
2699,OADMET-0001008,0.31343283582089554,8,OADMET-0002003
2703,OADMET-0003638,0.24193548387096775,2492,OADMET-0002664
2705,OADMET-0001383,0.37037037037037035,2779,OADMET-0001426
2707,OADMET-0003488,0.46875,607,OADMET-0004094
2709,OADMET-0001200,0.43661971830985913,2714,OADMET-0001418
2713,OADMET-0005195,0.25925925925925924,2499,OADMET-0003061
2716,OADMET-0003515,0.2804878048780488,906,OADMET-0002691
2724,OADMET-0005093,0.391304347826087,2863,OADMET-0005090
2733,OADMET-0005145,0.5205479452054794,2283,OADMET-0005147
2735,OADMET-0001536,0.4117647058823529,3107,OADMET-0001818
2738,OADMET-0003136,0.38,179,OADMET-0002300
2742,OADMET-0001324,0.2909090909090909,3168,OADMET-0001113
2744,OADMET-0002700,0.30666666666666664,1677,OADMET-0001196
2749,OADMET-0001815,0.352112676056338,2145,OADMET-0001652
2751,OADMET-0005542,0.3698630136986301,3675,OADMET-0005973
2756,OADMET-0001955,0.45098039215686275,1540,OADMET-0002201
2760,OADMET-0003398,0.41333333333333333,734,OADMET-0002728
2761,OADMET-0001649,0.4126984126984127,700,OADMET-0001606
2771,OADMET-0002107,0.30612244897959184,1826,OADMET-0002100
2784,OADMET-0001245,0.3424657534246575,1087,OADMET-0000978
2786,OADMET-0004759,0.3472222222222222,3040,OADMET-0005075
2791,OADMET-0003502,0.3333333333333333,3395,OADMET-0005362
2793,OADMET-0001885,0.7272727272727273,238,OADMET-0001864
2794,OADMET-0005514,0.4,2323,OADMET-0005836
2795,OADMET-0005405,0.29333333333333333,3450,OADMET-0002799
2796,OADMET-0001975,0.5142857142857142,1314,OADMET-0002176
2807,OADMET-0001353,0.453125,3326,OADMET-0001040
2815,OADMET-0004798,0.39473684210526316,3448,OADMET-0001429
2818,OADMET-0005360,0.37662337662337664,2165,OADMET-0002555
2825,OADMET-0001987,0.328125,425,OADMET-0001019
2841,OADMET-0005132,0.25675675675675674,1631,OADMET-0001400
2850,OADMET-0005995,0.3424657534246575,1806,OADMET-0005060
2853,OADMET-0005243,0.4375,3694,OADMET-0003313
2856,OADMET-0003082,0.35294117647058826,3665,OADMET-0005420
2857,OADMET-0001691,0.2692307692307692,2877,OADMET-0005630
2859,OADMET-0005290,0.4057971014492754,1903,OADMET-0005593
2866,OADMET-0002575,0.313953488372093,2009,OADMET-0005320
2867,OADMET-0004029,0.4852941176470588,2246,OADMET-0004349
2869,OADMET-0005832,0.6071428571428571,2947,OADMET-0003300
2879,OADMET-0001151,0.2564102564102564,251,OADMET-0003132
2882,OADMET-0005539,0.3037974683544304,132,OADMET-0005000
2891,OADMET-0002568,0.26744186046511625,3234,OADMET-0003158
2904,OADMET-0004722,0.2823529411764706,3426,OADMET-0005997
2907,OADMET-0001508,0.3617021276595745,1041,OADMET-0003610
2914,OADMET-0003138,0.2857142857142857,1490,OADMET-0005058
2916,OADMET-0002714,0.3333333333333333,187,OADMET-0005927
2924,OADMET-0000945,0.33766233766233766,2858,OADMET-0002806
2933,OADMET-0004743,0.4605263157894737,3639,OADMET-0004852
2954,OADMET-0006074,0.4027777777777778,3729,OADMET-0004755
2955,OADMET-0002126,0.38461538461538464,1059,OADMET-0002293
2957,OADMET-0005329,0.3333333333333333,3178,OADMET-0003452
2964,OADMET-0003578,0.6444444444444445,993,OADMET-0003615
2970,OADMET-0005107,0.4268292682926829,2762,OADMET-0004689
2972,OADMET-0001134,0.32653061224489793,3126,OADMET-0002135
2974,OADMET-0005400,0.48,1624,OADMET-0003042
2975,OADMET-0005484,0.5245901639344263,1267,OADMET-0002928
2979,OADMET-0003834,0.4520547945205479,639,OADMET-0006063
2986,OADMET-0001607,0.5079365079365079,3582,OADMET-0001778
2997,OADMET-0004954,0.3380281690140845,831,OADMET-0001295
2998,OADMET-0001405,0.6285714285714286,723,OADMET-0001408
3007,OADMET-0002794,0.3287671232876712,121,OADMET-0005966
3022,OADMET-0005130,0.40384615384615385,810,OADMET-0005704
3024,OADMET-0001091,0.3372093023255814,1576,OADMET-0001410
3025,OADMET-0002941,0.3225806451612903,3213,OADMET-0002550
3031,OADMET-0002623,0.3150684931506849,3767,OADMET-0005500
3032,OADMET-0003381,0.3037974683544304,2455,OADMET-0004490
3033,OADMET-0003345,0.3472222222222222,1637,OADMET-0002041
3036,OADMET-0003622,0.29069767441860467,3344,OADMET-0005081
3038,OADMET-0001422,0.40789473684210525,2174,OADMET-0001859
3039,OADMET-0005380,0.2702702702702703,171,OADMET-0005808
3045,OADMET-0005472,0.36507936507936506,184,OADMET-0005609
3051,OADMET-0005112,0.35714285714285715,3096,OADMET-0003975
3055,OADMET-0004942,0.43283582089552236,3659,OADMET-0005695
3060,OADMET-0005547,0.4032258064516129,4102,OADMET-0001992
3075,OADMET-0000993,0.39705882352941174,3370,OADMET-0002616
3077,OADMET-0005120,0.35714285714285715,918,OADMET-0001392
3078,OADMET-0005278,0.3880597014925373,1500,OADMET-0003315
3086,OADMET-0003528,0.3194444444444444,3733,OADMET-0002660
3095,OADMET-0005901,0.44776119402985076,1097,OADMET-0002755
3110,OADMET-0004836,0.32926829268292684,1689,OADMET-0003227
3118,OADMET-0003844,0.4126984126984127,676,OADMET-0004989
3120,OADMET-0001717,0.4492753623188406,648,OADMET-0001604
3121,OADMET-0000972,0.3283582089552239,2111,OADMET-0005361
3125,OADMET-0005034,0.34285714285714286,2033,OADMET-0002760
3139,OADMET-0003562,0.43636363636363634,3076,OADMET-0003553
3145,OADMET-0001111,0.3918918918918919,1673,OADMET-0004024
3154,OADMET-0003297,0.4666666666666667,1844,OADMET-0002707
3162,OADMET-0001256,0.3492063492063492,1698,OADMET-0005443
3163,OADMET-0002840,0.28378378378378377,950,OADMET-0005913
3164,OADMET-0004861,0.49206349206349204,3959,OADMET-0002559
3169,OADMET-0003023,0.38461538461538464,1224,OADMET-0005447
3170,OADMET-0003185,0.3382352941176471,1465,OADMET-0002832
3183,OADMET-0005404,0.3888888888888889,2927,OADMET-0004814
3184,OADMET-0005054,0.29850746268656714,1650,OADMET-0005605
3185,OADMET-0002102,0.34782608695652173,3711,OADMET-0002180
3197,OADMET-0003176,0.2962962962962963,373,OADMET-0002836
3204,OADMET-0003376,0.5294117647058824,3729,OADMET-0004755
3205,OADMET-0005219,0.532258064516129,3562,OADMET-0005018
3209,OADMET-0001032,0.375,455,OADMET-0002152
3214,OADMET-0003047,0.2988505747126437,3806,OADMET-0002764
3220,OADMET-0002266,0.5454545454545454,524,OADMET-0001874
3221,OADMET-0001621,0.4025974025974026,2777,OADMET-0001645
3233,OADMET-0005793,0.29411764705882354,1345,OADMET-0005442
3254,OADMET-0005711,0.3488372093023256,2386,OADMET-0004394
3258,OADMET-0005507,0.5294117647058824,3171,OADMET-0005963
3265,OADMET-0006082,0.3582089552238806,1792,OADMET-0005304
3272,OADMET-0001207,0.3088235294117647,135,OADMET-0005167
3275,OADMET-0005346,0.5,3087,OADMET-0005574
3276,OADMET-0005372,0.5818181818181818,1623,OADMET-0004809
3278,OADMET-0003520,0.3684210526315789,3924,OADMET-0003206
3279,OADMET-0004418,0.4666666666666667,4022,OADMET-0003827
3280,OADMET-0001158,0.4603174603174603,3640,OADMET-0000943
3287,OADMET-0005937,0.4,1694,OADMET-0001417
3294,OADMET-0005556,0.36486486486486486,3471,OADMET-0005149
3307,OADMET-0001572,0.34523809523809523,67,OADMET-0001775
3312,OADMET-0003312,0.390625,3941,OADMET-0003433
3313,OADMET-0001729,0.37333333333333335,2969,OADMET-0001661
3321,OADMET-0003337,0.2976190476190476,3160,OADMET-0003422
3331,OADMET-0002900,0.5423728813559322,614,OADMET-0005280
3346,OADMET-0004088,0.296875,3359,OADMET-0002331
3347,OADMET-0001391,0.36764705882352944,841,OADMET-0004415
3351,OADMET-0002885,0.39215686274509803,1826,OADMET-0002100
3352,OADMET-0000986,0.2876712328767123,1516,OADMET-0003418
3356,OADMET-0006032,0.2826086956521739,2428,OADMET-0005554
3358,OADMET-0004826,0.6376811594202898,2068,OADMET-0005122
3360,OADMET-0004728,0.3037974683544304,2743,OADMET-0001637
3372,OADMET-0001812,0.4,748,OADMET-0001769
3374,OADMET-0004705,0.34146341463414637,4016,OADMET-0005527
3381,OADMET-0002098,1.0,1283,OADMET-0002087
3383,OADMET-0002712,0.4838709677419355,482,OADMET-0005030
3387,OADMET-0003608,0.27522935779816515,534,OADMET-0003700
3390,OADMET-0002311,0.6153846153846154,163,OADMET-0002105
3406,OADMET-0003727,0.1836734693877551,573,OADMET-0003537
3412,OADMET-0005419,0.4189189189189189,2420,OADMET-0005003
3415,OADMET-0005560,0.30120481927710846,2159,OADMET-0003017
3420,OADMET-0001050,0.3384615384615385,3657,OADMET-0001981
3427,OADMET-0005146,0.36486486486486486,3397,OADMET-0005646
3428,OADMET-0002585,0.41379310344827586,2613,OADMET-0001938
3432,OADMET-0003203,0.3116883116883117,3909,OADMET-0002634
3433,OADMET-0001858,0.48717948717948717,2973,OADMET-0002238
3435,OADMET-0003278,0.3764705882352941,1695,OADMET-0002822
3443,OADMET-0003665,0.36,125,OADMET-0002065
3451,OADMET-0004695,0.4,4057,OADMET-0005649
3454,OADMET-0003530,0.6,1458,OADMET-0003282
3465,OADMET-0002919,0.559322033898305,4098,OADMET-0005668
3469,OADMET-0005855,0.43661971830985913,2872,OADMET-0002751
3474,OADMET-0004687,0.30666666666666664,2058,OADMET-0004731
3498,OADMET-0001465,0.5205479452054794,2049,OADMET-0001466
3500,OADMET-0005596,0.3561643835616438,4079,OADMET-0002940
3504,OADMET-0001128,0.36764705882352944,3173,OADMET-0000954
3505,OADMET-0003128,0.4520547945205479,1690,OADMET-0004975
3515,OADMET-0005773,0.3275862068965517,2931,OADMET-0001970
3517,OADMET-0006022,0.27472527472527475,1276,OADMET-0001082
3518,OADMET-0002233,0.42857142857142855,1084,OADMET-0002199
3519,OADMET-0001962,0.6341463414634146,3281,OADMET-0001974
3521,OADMET-0002732,0.2625,89,OADMET-0002818
3532,OADMET-0004279,0.3684210526315789,335,OADMET-0003087
3536,OADMET-0003321,0.32,2362,OADMET-0003575
3538,OADMET-0005663,0.3194444444444444,3157,OADMET-0005312
3547,OADMET-0002739,0.49230769230769234,3878,OADMET-0003431
3556,OADMET-0001793,0.4931506849315068,677,OADMET-0001561
3557,OADMET-0003183,0.2962962962962963,1439,OADMET-0005798
3559,OADMET-0001807,0.40298507462686567,2011,OADMET-0001771
3560,OADMET-0005660,0.28,1552,OADMET-0002715
3566,OADMET-0003403,0.42857142857142855,513,OADMET-0003414
3567,OADMET-0001192,0.390625,2536,OADMET-0001947
3592,OADMET-0001622,0.3783783783783784,3089,OADMET-0001633
3595,OADMET-0004779,0.4,1936,OADMET-0005897
3603,OADMET-0003960,0.4838709677419355,3344,OADMET-0005081
3605,OADMET-0005598,0.38235294117647056,1699,OADMET-0001624
3606,OADMET-0001490,0.38666666666666666,2781,OADMET-0002812
3608,OADMET-0004909,0.4117647058823529,1900,OADMET-0002752
3609,OADMET-0005915,0.3424657534246575,897,OADMET-0001997
3614,OADMET-0003146,0.24285714285714285,1267,OADMET-0002928
3623,OADMET-0005176,0.25925925925925924,3153,OADMET-0002850
3624,OADMET-0000981,0.410958904109589,932,OADMET-0001062
3632,OADMET-0003273,0.3333333333333333,3687,OADMET-0002553
3634,OADMET-0001163,0.3424657534246575,2897,OADMET-0002670
3635,OADMET-0002880,0.4142857142857143,2956,OADMET-0005752
3636,OADMET-0004756,0.3333333333333333,1780,OADMET-0005489
3656,OADMET-0005424,0.28378378378378377,2427,OADMET-0005049
3662,OADMET-0005251,0.30864197530864196,1614,OADMET-0005277
3667,OADMET-0001512,0.3283582089552239,600,OADMET-0005324
3669,OADMET-0003186,0.25316455696202533,2448,OADMET-0006087
3673,OADMET-0005245,0.3611111111111111,1082,OADMET-0002815
3680,OADMET-0005814,0.34782608695652173,601,OADMET-0003428
3686,OADMET-0004860,0.38235294117647056,2448,OADMET-0006087
3699,OADMET-0005434,0.375,2015,OADMET-0005658
3705,OADMET-0002629,0.32558139534883723,3863,OADMET-0004069
3707,OADMET-0003706,0.24761904761904763,364,OADMET-0004738
3710,OADMET-0003810,0.26582278481012656,1927,OADMET-0002637
3721,OADMET-0006027,0.2564102564102564,1365,OADMET-0003348
3743,OADMET-0003257,0.42857142857142855,286,OADMET-0005102
3746,OADMET-0001797,0.36507936507936506,3887,OADMET-0001745
3747,OADMET-0001355,0.2714285714285714,3955,OADMET-0003734
3752,OADMET-0005210,0.3114754098360656,3082,OADMET-0004783
3753,OADMET-0005199,0.4,1225,OADMET-0002029
3755,OADMET-0002202,0.48484848484848486,66,OADMET-0002228
3757,OADMET-0001484,0.352112676056338,191,OADMET-0003421
3762,OADMET-0002917,0.4383561643835616,1857,OADMET-0005285
3773,OADMET-0004762,0.4246575342465753,27,OADMET-0002717
3778,OADMET-0005714,0.3181818181818182,571,OADMET-0002651
3779,OADMET-0004828,0.46153846153846156,3385,OADMET-0005948
3782,OADMET-0005281,0.3561643835616438,4112,OADMET-0003077
3785,OADMET-0004730,0.43661971830985913,1600,OADMET-0004984
3792,OADMET-0002610,0.3373493975903614,1809,OADMET-0003059
3796,OADMET-0003694,0.26582278481012656,1082,OADMET-0002815
3800,OADMET-0004751,0.44155844155844154,1744,OADMET-0006029
3802,OADMET-0005765,0.3181818181818182,394,OADMET-0005091
3805,OADMET-0004882,0.38235294117647056,558,OADMET-0003256
3810,OADMET-0004952,0.2753623188405797,1095,OADMET-0005411
3822,OADMET-0005929,0.3333333333333333,2457,OADMET-0003284
3825,OADMET-0004995,0.2876712328767123,615,OADMET-0001315
3826,OADMET-0004570,0.36363636363636365,1279,OADMET-0002783
3835,OADMET-0002974,0.38461538461538464,299,OADMET-0003994
3841,OADMET-0005879,0.265625,1729,OADMET-0005436
3843,OADMET-0001444,0.40540540540540543,1333,OADMET-0004699
3847,OADMET-0003789,0.4205607476635514,267,OADMET-0003701
3861,OADMET-0004979,0.3064516129032258,1797,OADMET-0003396
3864,OADMET-0005481,0.6349206349206349,4025,OADMET-0005127
3868,OADMET-0002600,0.4189189189189189,3092,OADMET-0005319
3870,OADMET-0002726,0.5671641791044776,1871,OADMET-0005980
3872,OADMET-0004060,0.2716049382716049,514,OADMET-0003120
3874,OADMET-0005028,0.3291139240506329,1595,OADMET-0001143
3875,OADMET-0003504,0.4155844155844156,4075,OADMET-0003001
3891,OADMET-0000977,0.4507042253521127,425,OADMET-0001019
3910,OADMET-0004931,0.3835616438356164,1341,OADMET-0004936
3914,OADMET-0001283,0.36,3201,OADMET-0001042
3927,OADMET-0001501,0.23076923076923078,3855,OADMET-0001678
3929,OADMET-0001290,0.4444444444444444,1841,OADMET-0001248
3931,OADMET-0004941,0.43548387096774194,2739,OADMET-0005797
3932,OADMET-0001598,0.3382352941176471,2777,OADMET-0001645
3943,OADMET-0001264,0.36619718309859156,141,OADMET-0001488
3947,OADMET-0001068,0.3275862068965517,301,OADMET-0002165
3954,OADMET-0002993,0.41379310344827586,1143,OADMET-0005875
3970,OADMET-0003274,0.33783783783783783,915,OADMET-0002881
3984,OADMET-0004225,0.3695652173913043,3188,OADMET-0003682
3986,OADMET-0001001,0.55,1697,OADMET-0001066
4008,OADMET-0005188,0.36666666666666664,2492,OADMET-0002664
4013,OADMET-0005413,0.40476190476190477,3132,OADMET-0006015
4014,OADMET-0005062,0.5142857142857142,1692,OADMET-0003247
4032,OADMET-0004693,0.3235294117647059,3951,OADMET-0002995
4037,OADMET-0002825,0.5079365079365079,2177,OADMET-0003328
4049,OADMET-0003393,0.25675675675675674,251,OADMET-0003132
4060,OADMET-0001634,0.5384615384615384,2437,OADMET-0001647
4063,OADMET-0005181,0.3380281690140845,139,OADMET-0005829
4065,OADMET-0005235,0.30666666666666664,3878,OADMET-0003431
4078,OADMET-0001946,0.5434782608695652,1298,OADMET-0002204
4087,OADMET-0003279,0.3116883116883117,1410,OADMET-0005491
4091,OADMET-0003801,0.23333333333333334,149,OADMET-0003319
4096,OADMET-0005218,0.3333333333333333,487,OADMET-0002807
4100,OADMET-0001820,0.3728813559322034,4064,OADMET-0001513
4108,OADMET-0005866,0.3561643835616438,2398,OADMET-0005249
4110,OADMET-0002991,0.3188405797101449,673,OADMET-0005651
4125,OADMET-0003368,0.2857142857142857,2411,OADMET-0005965
4133,OADMET-0001687,0.42857142857142855,4064,OADMET-0001513
