feature_row,original_id,standardized_fold,nearest_training_similarity,nearest_training_feature_row,nearest_training_original_id
773,OADMET-0003619,1,0.3787878787878788,1980,OADMET-0003228
783,OADMET-0003656,1,0.3333333333333333,3441,OADMET-0003555
786,OADMET-0001994,1,0.5,3831,OADMET-0002256
790,OADMET-0005945,1,0.3382352941176471,4114,OADMET-0001763
799,OADMET-0001667,1,0.3611111111111111,2246,OADMET-0004349
806,OADMET-0002768,1,0.3472222222222222,3510,OADMET-0004788
818,OADMET-0003544,1,0.4714285714285714,3586,OADMET-0003792
827,OADMET-0002056,1,0.5,2112,OADMET-0002071
828,OADMET-0001857,1,0.5,4041,OADMET-0002163
829,OADMET-0001920,1,0.5319148936170213,3958,OADMET-0001985
830,OADMET-0005023,1,0.43661971830985913,604,OADMET-0005680
836,OADMET-0002863,1,0.4222222222222222,4072,OADMET-0003650
839,OADMET-0005621,1,0.3783783783783784,995,OADMET-0004752
840,OADMET-0001217,1,0.2894736842105263,1595,OADMET-0001143
844,OADMET-0002596,1,0.5740740740740741,1896,OADMET-0005925
850,OADMET-0003341,1,0.5892857142857143,2726,OADMET-0005092
854,OADMET-0003585,1,0.3188405797101449,730,OADMET-0001971
855,OADMET-0002101,1,0.5957446808510638,1311,OADMET-0001979
859,OADMET-0006051,1,0.3076923076923077,2758,OADMET-0001154
870,OADMET-0001055,1,0.3333333333333333,1638,OADMET-0001046
884,OADMET-0005159,1,0.2804878048780488,120,OADMET-0004819
886,OADMET-0005933,1,0.3783783783783784,3578,OADMET-0005032
897,OADMET-0001997,1,0.4716981132075472,3172,OADMET-0002193
907,OADMET-0003445,1,0.3181818181818182,1927,OADMET-0002637
908,OADMET-0001079,1,0.4057971014492754,3806,OADMET-0002764
909,OADMET-0001567,1,0.4225352112676056,186,OADMET-0001576
912,OADMET-0001863,1,0.5217391304347826,211,OADMET-0002172
914,OADMET-0005499,1,0.35135135135135137,2837,OADMET-0001337
917,OADMET-0003716,1,0.23529411764705882,1605,OADMET-0003554
918,OADMET-0001392,1,0.3333333333333333,2892,OADMET-0001181
926,OADMET-0003148,1,0.3037974683544304,95,OADMET-0002882
928,OADMET-0002662,1,0.453125,1761,OADMET-0003342
930,OADMET-0003765,1,0.23333333333333334,315,OADMET-0002263
931,OADMET-0002268,1,0.4642857142857143,3651,OADMET-0001957
933,OADMET-0004267,1,0.3384615384615385,1919,OADMET-0000955
942,OADMET-0001722,1,0.38571428571428573,1167,OADMET-0001605
950,OADMET-0005913,1,0.4852941176470588,220,OADMET-0006053
955,OADMET-0001632,1,0.44,481,OADMET-0001790
966,OADMET-0003541,1,0.36,235,OADMET-0002123
967,OADMET-0003426,1,0.3770491803278688,437,OADMET-0004974
972,OADMET-0005534,1,0.35526315789473684,3714,OADMET-0005614
976,OADMET-0002216,1,0.47692307692307695,1732,OADMET-0001972
982,OADMET-0001906,1,0.27631578947368424,785,OADMET-0001093
996,OADMET-0001574,1,0.5230769230769231,1730,OADMET-0001617
998,OADMET-0001497,1,0.2833333333333333,542,OADMET-0001278
1004,OADMET-0001081,1,0.3548387096774194,3541,OADMET-0005270
1006,OADMET-0001923,1,0.47058823529411764,2313,OADMET-0002142
1008,OADMET-0005665,1,0.375,772,OADMET-0006008
1011,OADMET-0002960,1,0.34285714285714286,1112,OADMET-0004413
1016,OADMET-0004769,1,0.5384615384615384,1240,OADMET-0005078
1021,OADMET-0003697,1,0.41935483870967744,1375,OADMET-0003705
1023,OADMET-0003145,1,0.4225352112676056,3484,OADMET-0003193
1042,OADMET-0005135,1,0.32857142857142857,1875,OADMET-0001375
1052,OADMET-0003100,1,0.3108108108108108,3648,OADMET-0001009
1057,OADMET-0006080,1,0.45714285714285713,1458,OADMET-0003282
1058,OADMET-0001585,1,0.4444444444444444,1078,OADMET-0001749
1062,OADMET-0003751,1,0.1794871794871795,578,OADMET-0003679
1064,OADMET-0004782,1,0.2876712328767123,2089,OADMET-0003007
1065,OADMET-0002125,1,0.5714285714285714,1390,OADMET-0002037
1069,OADMET-0002656,1,0.4166666666666667,1817,OADMET-0002999
1071,OADMET-0005497,1,0.391304347826087,2530,OADMET-0005786
1074,OADMET-0003498,1,0.44680851063829785,655,OADMET-0002264
1087,OADMET-0000978,1,0.5,745,OADMET-0004203
1091,OADMET-0002779,1,0.2676056338028169,548,OADMET-0001961
1096,OADMET-0001156,1,0.3055555555555556,1320,OADMET-0005490
1101,OADMET-0003440,1,0.3026315789473684,3881,OADMET-0001318
1113,OADMET-0005241,1,0.5303030303030303,1967,OADMET-0004681
1117,OADMET-0001817,1,0.4583333333333333,2534,OADMET-0005623
1122,OADMET-0003474,1,0.43283582089552236,1030,OADMET-0006066
1131,OADMET-0004702,1,0.33783783783783783,782,OADMET-0001112
1141,OADMET-0001227,1,0.3103448275862069,2562,OADMET-0005998
1143,OADMET-0005875,1,0.4528301886792453,1390,OADMET-0002037
1146,OADMET-0003144,1,0.3717948717948718,2820,OADMET-0002754
1153,OADMET-0005163,1,0.29411764705882354,1637,OADMET-0002041
1155,OADMET-0006033,1,0.34615384615384615,3749,OADMET-0003347
1164,OADMET-0005971,1,0.3253012048192771,3142,OADMET-0003499
1177,OADMET-0003557,1,0.36764705882352944,2932,OADMET-0001212
1186,OADMET-0004214,1,0.5211267605633803,1034,OADMET-0004611
1192,OADMET-0005192,1,0.25,2688,OADMET-0003473
1197,OADMET-0005343,1,0.43478260869565216,2620,OADMET-0005061
1204,OADMET-0001452,1,0.527027027027027,498,OADMET-0001451
1218,OADMET-0001586,1,0.49230769230769234,1544,OADMET-0001770
1220,OADMET-0004054,1,0.3442622950819672,3288,OADMET-0004590
1225,OADMET-0002029,1,0.5967741935483871,1893,OADMET-0005288
1229,OADMET-0002606,1,0.37333333333333335,2229,OADMET-0003067
1233,OADMET-0002831,1,0.2857142857142857,2840,OADMET-0004990
1242,OADMET-0001089,1,0.3194444444444444,3035,OADMET-0001175
1254,OADMET-0005321,1,0.3582089552238806,3653,OADMET-0001058
1256,OADMET-0002641,1,0.24358974358974358,2558,OADMET-0002839
1257,OADMET-0005952,1,0.35135135135135137,3675,OADMET-0005973
1271,OADMET-0005701,1,0.32,954,OADMET-0002617
1274,OADMET-0005857,1,0.421875,1938,OADMET-0003294
1276,OADMET-0001082,1,0.3717948717948718,1916,OADMET-0004944
1279,OADMET-0002783,1,0.3150684931506849,124,OADMET-0004887
1299,OADMET-0001369,1,0.2875,3330,OADMET-0005131
1316,OADMET-0005543,1,0.28,3222,OADMET-0004866
1321,OADMET-0001097,1,0.45901639344262296,1642,OADMET-0003448
1327,OADMET-0001037,1,0.323943661971831,1061,OADMET-0001259
1328,OADMET-0005842,1,0.3246753246753247,1171,OADMET-0004853
1363,OADMET-0001261,1,0.4166666666666667,1720,OADMET-0005100
1372,OADMET-0005201,1,0.3088235294117647,3487,OADMET-0002744
1373,OADMET-0003613,1,0.43333333333333335,1772,OADMET-0002196
1411,OADMET-0004851,1,0.4166666666666667,803,OADMET-0005268
1414,OADMET-0003361,1,0.47761194029850745,2165,OADMET-0002555
1418,OADMET-0003686,1,0.25,3305,OADMET-0001958
1429,OADMET-0003573,1,0.40816326530612246,1075,OADMET-0003680
1432,OADMET-0002586,1,0.4305555555555556,3714,OADMET-0005614
1433,OADMET-0004770,1,0.36231884057971014,3002,OADMET-0004920
1435,OADMET-0001616,1,0.4090909090909091,2011,OADMET-0001771
1437,OADMET-0003166,1,0.4925373134328358,1718,OADMET-0003160
1444,OADMET-0004935,1,0.30666666666666664,309,OADMET-0004428
1446,OADMET-0003696,1,0.3442622950819672,700,OADMET-0001606
1448,OADMET-0002577,1,0.2597402597402597,3740,OADMET-0004348
1462,OADMET-0003316,1,0.2987012987012987,948,OADMET-0001445
1463,OADMET-0001569,1,0.421875,2016,OADMET-0001799
1466,OADMET-0005986,1,0.40789473684210525,3688,OADMET-0005790
1473,OADMET-0001565,1,0.42424242424242425,2100,OADMET-0001625
1476,OADMET-0003417,1,0.26153846153846155,1112,OADMET-0004413
1480,OADMET-0005744,1,0.2876712328767123,2778,OADMET-0003199
1494,OADMET-0002801,1,0.32,2447,OADMET-0004777
1520,OADMET-0004128,1,0.4057971014492754,1249,OADMET-0004908
1528,OADMET-0005562,1,0.390625,1397,OADMET-0002013
1542,OADMET-0004547,1,0.39705882352941174,3960,OADMET-0004978
1546,OADMET-0001535,1,0.34545454545454546,1845,OADMET-0003806
1547,OADMET-0005300,1,0.4657534246575342,1710,OADMET-0005037
1553,OADMET-0001332,1,0.32857142857142857,3766,OADMET-0005590
1554,OADMET-0001210,1,0.3125,3879,OADMET-0001312
1564,OADMET-0003165,1,0.38028169014084506,142,OADMET-0003914
1567,OADMET-0003076,1,0.3,2185,OADMET-0002875
1570,OADMET-0004285,1,0.4473684210526316,2486,OADMET-0004767
1587,OADMET-0003135,1,0.36764705882352944,1044,OADMET-0004478
1590,OADMET-0005258,1,0.4098360655737705,3930,OADMET-0002030
1599,OADMET-0001623,1,0.3698630136986301,3089,OADMET-0001633
1614,OADMET-0005277,1,0.34615384615384615,3808,OADMET-0004040
1618,OADMET-0003391,1,0.35,1294,OADMET-0002889
1620,OADMET-0002923,1,0.359375,558,OADMET-0003256
1621,OADMET-0005727,1,0.3333333333333333,3842,OADMET-0002580
1623,OADMET-0004809,1,0.3235294117647059,2137,OADMET-0004823
1628,OADMET-0005650,1,0.34782608695652173,2092,OADMET-0004237
1630,OADMET-0003263,1,0.2894736842105263,3838,OADMET-0005811
1634,OADMET-0001876,1,0.5909090909090909,1635,OADMET-0002175
1639,OADMET-0003071,1,0.36231884057971014,632,OADMET-0005813
1640,OADMET-0005287,1,0.3333333333333333,2905,OADMET-0003326
1660,OADMET-0001882,1,0.5757575757575758,2416,OADMET-0002205
1667,OADMET-0002240,1,0.53125,3106,OADMET-0002246
1671,OADMET-0003866,1,0.3150684931506849,2565,OADMET-0003513
1687,OADMET-0002796,1,0.4567901234567901,1055,OADMET-0002659
1698,OADMET-0005443,1,0.2608695652173913,1056,OADMET-0004724
1704,OADMET-0001611,1,0.3611111111111111,592,OADMET-0005886
1713,OADMET-0002649,1,0.4246575342465753,4001,OADMET-0002723
1721,OADMET-0005771,1,0.5,20,OADMET-0005750
1726,OADMET-0005720,1,0.2736842105263158,2889,OADMET-0005416
1734,OADMET-0005890,1,0.410958904109589,1364,OADMET-0003177
1741,OADMET-0003501,1,0.2898550724637681,1148,OADMET-0001275
1742,OADMET-0002040,1,0.5609756097560976,1159,OADMET-0002093
1744,OADMET-0006029,1,0.41333333333333333,3871,OADMET-0005468
1745,OADMET-0000973,1,0.3037974683544304,1697,OADMET-0001066
1747,OADMET-0005828,1,0.46153846153846156,1303,OADMET-0003371
1751,OADMET-0005094,1,0.39344262295081966,3839,OADMET-0006058
1752,OADMET-0004718,1,0.3291139240506329,1695,OADMET-0002822
1755,OADMET-0001785,1,0.43478260869565216,2497,OADMET-0001740
1765,OADMET-0004247,1,0.49122807017543857,3,OADMET-0002785
1775,OADMET-0003204,1,0.32142857142857145,1550,OADMET-0002765
1776,OADMET-0005409,1,0.3283582089552239,3936,OADMET-0005087
1788,OADMET-0003353,1,0.38571428571428573,3463,OADMET-0003123
1793,OADMET-0002911,1,0.3424657534246575,2120,OADMET-0003521
1794,OADMET-0002599,1,0.4411764705882353,2131,OADMET-0005837
1802,OADMET-0003019,1,0.2753623188405797,2502,OADMET-0005076
1804,OADMET-0001735,1,0.42424242424242425,2087,OADMET-0001579
1818,OADMET-0005467,1,0.40298507462686567,2324,OADMET-0003969
1827,OADMET-0003156,1,0.31343283582089554,1162,OADMET-0005628
1828,OADMET-0005222,1,0.323943661971831,148,OADMET-0005697
1831,OADMET-0001861,1,0.38636363636363635,1829,OADMET-0002162
1836,OADMET-0001286,1,0.3076923076923077,120,OADMET-0004819
1854,OADMET-0001562,1,0.30434782608695654,2436,OADMET-0002653
1865,OADMET-0005606,1,0.3157894736842105,2381,OADMET-0001194
1870,OADMET-0004419,1,0.29850746268656714,478,OADMET-0003116
1889,OADMET-0001772,1,0.3116883116883117,769,OADMET-0001789
1892,OADMET-0004686,1,0.35384615384615387,2646,OADMET-0005303
1894,OADMET-0002658,1,0.3466666666666667,3133,OADMET-0005985
1899,OADMET-0005788,1,0.2608695652173913,1495,OADMET-0003798
1903,OADMET-0005593,1,0.42424242424242425,731,OADMET-0005013
1928,OADMET-0004844,1,0.3770491803278688,1193,OADMET-0002021
1932,OADMET-0005349,1,0.5,985,OADMET-0005232
1933,OADMET-0002901,1,0.37681159420289856,2535,OADMET-0005588
1935,OADMET-0002894,1,0.37333333333333335,205,OADMET-0005359
1937,OADMET-0003229,1,0.3870967741935484,2644,OADMET-0002688
1949,OADMET-0003350,1,0.5079365079365079,3296,OADMET-0003159
1956,OADMET-0001892,1,0.3902439024390244,3106,OADMET-0002246
1963,OADMET-0004910,1,0.3611111111111111,960,OADMET-0004754
1966,OADMET-0005469,1,0.33766233766233766,2398,OADMET-0005249
1979,OADMET-0002025,1,0.425,680,OADMET-0002000
1988,OADMET-0002254,1,0.4642857142857143,3651,OADMET-0001957
1992,OADMET-0002942,1,0.3194444444444444,1504,OADMET-0005345
1994,OADMET-0004951,1,0.38372093023255816,509,OADMET-0004261
1995,OADMET-0005935,1,0.2638888888888889,222,OADMET-0001267
1999,OADMET-0002775,1,0.4666666666666667,24,OADMET-0005275
2002,OADMET-0005778,1,0.3283582089552239,567,OADMET-0002761
2005,OADMET-0001056,1,0.27941176470588236,81,OADMET-0001953
2007,OADMET-0005397,1,0.3392857142857143,3482,OADMET-0005445
2010,OADMET-0003711,1,0.2875,3148,OADMET-0001224
2012,OADMET-0005282,1,0.31645569620253167,3718,OADMET-0004766
2015,OADMET-0005658,1,0.4794520547945205,483,OADMET-0001289
2017,OADMET-0005083,1,0.35294117647058826,3456,OADMET-0004867
2038,OADMET-0005010,1,0.34782608695652173,1668,OADMET-0001759
2042,OADMET-0004737,1,0.3064516129032258,3527,OADMET-0005108
2048,OADMET-0005831,1,0.3888888888888889,2458,OADMET-0005406
2050,OADMET-0006041,1,0.35714285714285715,1543,OADMET-0001510
2053,OADMET-0005569,1,0.3333333333333333,412,OADMET-0005548
2058,OADMET-0004731,1,0.47761194029850745,3336,OADMET-0005064
2068,OADMET-0005122,1,0.4025974025974026,2072,OADMET-0002969
2069,OADMET-0002272,1,0.5151515151515151,3106,OADMET-0002246
2070,OADMET-0003046,1,0.29411764705882354,3113,OADMET-0002903
2071,OADMET-0001900,1,0.39705882352941174,3000,OADMET-0003658
2075,OADMET-0003025,1,0.30158730158730157,3021,OADMET-0004678
2077,OADMET-0005215,1,0.42028985507246375,2861,OADMET-0004847
2078,OADMET-0003743,1,0.25,3977,OADMET-0003527
2083,OADMET-0003456,1,0.36231884057971014,3676,OADMET-0002846
2086,OADMET-0003811,1,0.5,538,OADMET-0003607
2093,OADMET-0002554,1,0.3373493975903614,182,OADMET-0003295
2094,OADMET-0005223,1,0.4626865671641791,2988,OADMET-0005154
2095,OADMET-0005099,1,0.4647887323943662,2439,OADMET-0005568
2098,OADMET-0003420,1,0.3037974683544304,1106,OADMET-0003021
2104,OADMET-0001078,1,0.2537313432835821,649,OADMET-0001232
2105,OADMET-0004939,1,0.2962962962962963,2406,OADMET-0005015
2111,OADMET-0005361,1,0.40298507462686567,3516,OADMET-0002729
2118,OADMET-0004723,1,0.2891566265060241,2132,OADMET-0005776
2119,OADMET-0005685,1,0.325,1910,OADMET-0005453
2123,OADMET-0001186,1,0.40816326530612246,876,OADMET-0001130
2135,OADMET-0003244,1,0.3194444444444444,3071,OADMET-0002860
2152,OADMET-0005538,1,0.5303030303030303,2657,OADMET-0005847
2164,OADMET-0005373,1,0.2948717948717949,1890,OADMET-0006030
2183,OADMET-0002996,1,0.3835616438356164,1857,OADMET-0005285
2193,OADMET-0001419,1,0.36470588235294116,2714,OADMET-0001418
2212,OADMET-0001387,1,0.4230769230769231,2236,OADMET-0002017
2221,OADMET-0002584,1,0.36764705882352944,1873,OADMET-0003439
2225,OADMET-0004956,1,0.2926829268292683,944,OADMET-0002730
2230,OADMET-0002858,1,0.38028169014084506,2689,OADMET-0002753
2235,OADMET-0003710,1,0.25925925925925924,3102,OADMET-0003848
2238,OADMET-0002594,1,0.25757575757575757,1162,OADMET-0005628
2243,OADMET-0001995,1,0.5535714285714286,3215,OADMET-0001890
2266,OADMET-0002927,1,0.4583333333333333,3648,OADMET-0001009
2273,OADMET-0005722,1,0.3815789473684211,86,OADMET-0003281
2276,OADMET-0001999,1,0.4375,4113,OADMET-0002070
2286,OADMET-0002886,1,0.3611111111111111,3194,OADMET-0002570
2289,OADMET-0005992,1,0.37681159420289856,1172,OADMET-0005620
2291,OADMET-0002892,1,0.5616438356164384,2708,OADMET-0002844
2300,OADMET-0003636,1,0.38372093023255816,1680,OADMET-0003586
2305,OADMET-0001577,1,0.46875,3734,OADMET-0001613
2306,OADMET-0005921,1,0.39705882352941174,2047,OADMET-0005702
2318,OADMET-0001101,1,0.5571428571428572,2965,OADMET-0001450
2322,OADMET-0005133,1,0.4603174603174603,547,OADMET-0002847
2323,OADMET-0005836,1,0.4411764705882353,2142,OADMET-0002905
2336,OADMET-0005964,1,0.30985915492957744,4011,OADMET-0002943
2337,OADMET-0005990,1,0.49295774647887325,3708,OADMET-0004859
2342,OADMET-0001041,1,0.35384615384615387,1160,OADMET-0001715
2348,OADMET-0001467,1,0.589041095890411,2382,OADMET-0001472
2355,OADMET-0005914,1,0.29508196721311475,1179,OADMET-0002771
2358,OADMET-0003533,1,0.2903225806451613,1390,OADMET-0002037
2372,OADMET-0004753,1,0.43283582089552236,1320,OADMET-0005490
2377,OADMET-0001931,1,0.46938775510204084,52,OADMET-0002148
2383,OADMET-0005038,1,0.48333333333333334,4011,OADMET-0002943
2393,OADMET-0005942,1,0.44776119402985076,3871,OADMET-0005468
2402,OADMET-0004739,1,0.3114754098360656,3791,OADMET-0006078
2404,OADMET-0003238,1,0.35135135135135137,3665,OADMET-0005420
2419,OADMET-0004998,1,0.32432432432432434,1795,OADMET-0005683
2423,OADMET-0003369,1,0.4025974025974026,3896,OADMET-0005347
2424,OADMET-0001777,1,0.3333333333333333,1301,OADMET-0001713
2434,OADMET-0005509,1,0.3,1861,OADMET-0005376
2438,OADMET-0002640,1,0.4186046511627907,1644,OADMET-0003411
2448,OADMET-0006087,1,0.3382352941176471,738,OADMET-0005341
2454,OADMET-0004865,1,0.36666666666666664,3569,OADMET-0003298
2455,OADMET-0004490,1,0.42424242424242425,2985,OADMET-0005626
2461,OADMET-0003287,1,0.2972972972972973,3597,OADMET-0002597
2468,OADMET-0001893,1,0.5333333333333333,216,OADMET-0002150
2473,OADMET-0003777,1,0.3111111111111111,993,OADMET-0003615
2474,OADMET-0001877,1,0.48148148148148145,990,OADMET-0002215
2477,OADMET-0001556,1,0.379746835443038,4086,OADMET-0001376
2489,OADMET-0003325,1,0.35,1294,OADMET-0002889
2498,OADMET-0002159,1,0.36363636363636365,778,OADMET-0001944
2522,OADMET-0003479,1,0.3548387096774194,2574,OADMET-0005113
2542,OADMET-0003695,1,0.2653061224489796,2232,OADMET-0003018
2552,OADMET-0003469,1,0.35443037974683544,612,OADMET-0004567
2575,OADMET-0001643,1,0.3898305084745763,3299,OADMET-0001813
2593,OADMET-0001486,1,0.32142857142857145,454,OADMET-0001480
2595,OADMET-0000953,1,0.3424657534246575,1697,OADMET-0001066
2601,OADMET-0001554,1,0.35443037974683544,668,OADMET-0001732
2604,OADMET-0005437,1,0.4482758620689655,1484,OADMET-0004748
2607,OADMET-0005439,1,0.35714285714285715,409,OADMET-0001067
2609,OADMET-0002255,1,0.5588235294117647,3116,OADMET-0001865
2628,OADMET-0001919,1,0.5555555555555556,2935,OADMET-0002212
2629,OADMET-0001786,1,0.41333333333333333,64,OADMET-0001615
2630,OADMET-0001573,1,0.5068493150684932,2623,OADMET-0001803
2641,OADMET-0002686,1,0.4126984126984127,1549,OADMET-0005849
2643,OADMET-0001131,1,0.3188405797101449,3968,OADMET-0000935
2645,OADMET-0001658,1,0.35064935064935066,2969,OADMET-0001661
2650,OADMET-0005900,1,0.36486486486486486,1689,OADMET-0003227
2653,OADMET-0003758,1,0.27419354838709675,2583,OADMET-0003561
2666,OADMET-0004932,1,0.26506024096385544,3174,OADMET-0001473
2670,OADMET-0003078,1,0.4,1710,OADMET-0005037
2672,OADMET-0004822,1,0.24675324675324675,2178,OADMET-0005863
2675,OADMET-0005460,1,0.3142857142857143,3171,OADMET-0005963
2677,OADMET-0001317,1,0.3582089552238806,3091,OADMET-0002587
2681,OADMET-0001011,1,0.36486486486486486,427,OADMET-0002916
2682,OADMET-0005234,1,0.367816091954023,1526,OADMET-0001415
2684,OADMET-0001788,1,0.4507042253521127,499,OADMET-0001800
2691,OADMET-0001447,1,0.4925373134328358,3913,OADMET-0001446
2697,OADMET-0005482,1,0.3625,121,OADMET-0005966
2698,OADMET-0001347,1,0.37142857142857144,1969,OADMET-0005540
2702,OADMET-0004812,1,0.3253012048192771,2959,OADMET-0003251
2706,OADMET-0005888,1,0.4666666666666667,3165,OADMET-0003024
2710,OADMET-0005051,1,0.36764705882352944,1371,OADMET-0002897
2711,OADMET-0002598,1,0.32894736842105265,2347,OADMET-0005576
2725,OADMET-0005488,1,0.5303030303030303,1172,OADMET-0005620
2727,OADMET-0002762,1,0.32142857142857145,927,OADMET-0005619
2728,OADMET-0005928,1,0.39655172413793105,158,OADMET-0001993
2729,OADMET-0000960,1,0.36363636363636365,1100,OADMET-0001361
2732,OADMET-0004707,1,0.25287356321839083,1049,OADMET-0005174
2739,OADMET-0005797,1,0.30985915492957744,482,OADMET-0005030
2741,OADMET-0003296,1,0.391304347826087,4012,OADMET-0004789
2750,OADMET-0001379,1,0.532258064516129,1760,OADMET-0001381
2754,OADMET-0005214,1,0.4230769230769231,3446,OADMET-0005328
2755,OADMET-0001345,1,0.35,3460,OADMET-0001069
2764,OADMET-0001137,1,0.3614457831325301,1150,OADMET-0004697
2766,OADMET-0005050,1,0.35384615384615387,1231,OADMET-0002738
2767,OADMET-0005533,1,0.3125,4075,OADMET-0003001
2769,OADMET-0005877,1,0.45901639344262296,1645,OADMET-0004862
2776,OADMET-0001243,1,0.32,2647,OADMET-0001657
2780,OADMET-0005165,1,0.32,3047,OADMET-0005207
2781,OADMET-0002812,1,0.37037037037037035,312,OADMET-0002257
2790,OADMET-0005696,1,0.2716049382716049,2065,OADMET-0006061
2792,OADMET-0003595,1,0.20833333333333334,1872,OADMET-0002705
2797,OADMET-0001806,1,0.3125,2785,OADMET-0001641
2805,OADMET-0001018,1,0.35294117647058826,3748,OADMET-0001085
2811,OADMET-0005883,1,0.34285714285714286,3482,OADMET-0005445
2812,OADMET-0002868,1,0.3055555555555556,3047,OADMET-0005207
2830,OADMET-0003243,1,0.2962962962962963,3392,OADMET-0002292
2834,OADMET-0005164,1,0.3466666666666667,50,OADMET-0005208
2864,OADMET-0001084,1,0.3333333333333333,3230,OADMET-0001229
2868,OADMET-0001442,1,0.3698630136986301,3568,OADMET-0001122
2874,OADMET-0004771,1,0.509090909090909,8,OADMET-0002003
2877,OADMET-0005630,1,0.4266666666666667,974,OADMET-0004832
2878,OADMET-0005385,1,0.3287671232876712,170,OADMET-0002556
2880,OADMET-0003898,1,0.3968253968253968,2396,OADMET-0005645
2883,OADMET-0003510,1,0.3125,1389,OADMET-0001660
2886,OADMET-0005260,1,0.37681159420289856,2427,OADMET-0005049
2890,OADMET-0005805,1,0.36363636363636365,895,OADMET-0003099
2893,OADMET-0004786,1,0.28,3127,OADMET-0004680
2894,OADMET-0004976,1,0.5757575757575758,1440,OADMET-0004105
2895,OADMET-0004732,1,0.26582278481012656,1376,OADMET-0004875
2896,OADMET-0004116,1,0.3787878787878788,1557,OADMET-0004575
2927,OADMET-0004814,1,0.34210526315789475,126,OADMET-0003275
2940,OADMET-0004332,1,0.24691358024691357,433,OADMET-0002841
2941,OADMET-0002724,1,0.28169014084507044,1311,OADMET-0001979
2943,OADMET-0001357,1,0.2903225806451613,1319,OADMET-0001277
2948,OADMET-0003139,1,0.4153846153846154,95,OADMET-0002882
2950,OADMET-0004906,1,0.2602739726027397,24,OADMET-0005275
2956,OADMET-0005752,1,0.38235294117647056,1756,OADMET-0002735
2967,OADMET-0005494,1,0.3484848484848485,1536,OADMET-0003289
2978,OADMET-0005974,1,0.4603174603174603,3133,OADMET-0005985
2984,OADMET-0002011,1,0.423728813559322,1313,OADMET-0002080
2987,OADMET-0005871,1,0.4426229508196721,1486,OADMET-0005423
2992,OADMET-0005893,1,0.30666666666666664,1869,OADMET-0001644
2995,OADMET-0001436,1,0.30120481927710846,2823,OADMET-0001427
2999,OADMET-0002676,1,0.5147058823529411,3873,OADMET-0004967
3015,OADMET-0003762,1,0.2602739726027397,3663,OADMET-0003589
3017,OADMET-0004971,1,0.423728813559322,2528,OADMET-0005151
3029,OADMET-0001250,1,0.32,3243,OADMET-0001140
3043,OADMET-0003442,1,0.28378378378378377,1292,OADMET-0003237
3056,OADMET-0005987,1,0.3968253968253968,1637,OADMET-0002041
3057,OADMET-0003437,1,0.36363636363636365,2519,OADMET-0005690
3059,OADMET-0005454,1,0.2786885245901639,287,OADMET-0001996
3063,OADMET-0001909,1,0.43478260869565216,1683,OADMET-0002274
3079,OADMET-0003005,1,0.34177215189873417,1749,OADMET-0005603
3081,OADMET-0004514,1,0.4342105263157895,2849,OADMET-0002566
3085,OADMET-0005724,1,0.36923076923076925,4105,OADMET-0001023
3087,OADMET-0005574,1,0.4189189189189189,3594,OADMET-0003451
3088,OADMET-0005080,1,0.3472222222222222,1556,OADMET-0005391
3090,OADMET-0006076,1,0.3783783783783784,1183,OADMET-0004892
3096,OADMET-0003975,1,0.3466666666666667,4109,OADMET-0005279
3098,OADMET-0002871,1,0.44594594594594594,3703,OADMET-0003089
3108,OADMET-0002830,1,0.5344827586206896,635,OADMET-0002539
3140,OADMET-0002971,1,0.543859649122807,1805,OADMET-0002786
3143,OADMET-0005818,1,0.352112676056338,2541,OADMET-0005599
3144,OADMET-0001297,1,0.32926829268292684,1809,OADMET-0003059
3151,OADMET-0003283,1,0.32,2267,OADMET-0005977
3157,OADMET-0005312,1,0.3283582089552239,1268,OADMET-0002856
3190,OADMET-0006024,1,0.30434782608695654,184,OADMET-0005609
3191,OADMET-0001894,1,0.5476190476190477,3832,OADMET-0002260
3193,OADMET-0005200,1,0.43283582089552236,3262,OADMET-0005422
3199,OADMET-0002708,1,0.5230769230769231,2172,OADMET-0003225
3202,OADMET-0005392,1,0.2808988764044944,3850,OADMET-0005371
3210,OADMET-0002627,1,0.2962962962962963,680,OADMET-0002000
3229,OADMET-0005834,1,0.29411764705882354,2113,OADMET-0003221
3235,OADMET-0002677,1,0.34210526315789475,3544,OADMET-0003714
3236,OADMET-0001674,1,0.3472222222222222,336,OADMET-0001614
3238,OADMET-0005604,1,0.40540540540540543,230,OADMET-0002611
3250,OADMET-0006021,1,0.45901639344262296,3429,OADMET-0006018
3252,OADMET-0002746,1,0.32894736842105265,1718,OADMET-0003160
3259,OADMET-0005815,1,0.3142857142857143,2667,OADMET-0003308
3260,OADMET-0005956,1,0.4142857142857143,1953,OADMET-0003032
3273,OADMET-0005795,1,0.3287671232876712,2166,OADMET-0002912
3281,OADMET-0001974,1,0.5,158,OADMET-0001993
3284,OADMET-0003793,1,0.23,3092,OADMET-0005319
3291,OADMET-0001948,1,0.46875,1891,OADMET-0001921
3292,OADMET-0003098,1,0.3939393939393939,3200,OADMET-0003310
3293,OADMET-0001165,1,0.3880597014925373,1100,OADMET-0001361
3301,OADMET-0003410,1,0.5964912280701754,2833,OADMET-0005475
3306,OADMET-0001363,1,0.5072463768115942,516,OADMET-0001198
