budget,fold,record_id,smiles,y_true,native,head_only,head_plus_lora,weight,fit_similarity,budget_similarity,nearest_fit_id,nearest_fit_smiles,nearest_fit_y,MW,heavy_atoms,cLogP,TPSA,rings,rotatable,formal_charge,nonamide_amine,carboxylic_acid,MW_lt200,pEC50_lt4
100,1,nesso_4837bf78474b089e7c70,O=C(O)c1n[nH]cc1CN1CCC(c2nnc[nH]2)CC1,3.17,4.9371771812438965,4.48106575012207,4.183382034301758,3.802281368821293,0.180722891566265,0.2027027027027027,nesso_24dd31d4d6241208e163,COC(=O)Cc1ccccc1S(=O)(=O)Nc1ccc(-c2nc(C3CC3)n[nH]2)cc1,4.92,276.30000000000007,20,0.6055999999999997,110.78999999999999,3,4,0,True,True,False,True
100,1,nesso_492ffc82d6413fffc641,CN(C)C(=O)[C@H]1CC[C@@H](C2CCN(c3ncnc4[nH]ncc34)CC2)O1,1.8,5.534124851226807,5.377547740936279,5.243073463439941,1.7889087656529514,0.2045454545454545,0.2045454545454545,nesso_15e74ff6d840669cb33c,CCOc1cc(NC2CCN(C(=O)C3CCc4cccnc43)CC2)ncn1,2.69,344.4190000000001,25,1.2050999999999996,87.24000000000001,4,3,0,True,False,False,True
100,1,nesso_495590d801032b663884,CC(C)c1nn(C(C)(C)C)c(O)c1C=O,4.12,4.764896392822266,4.544404983520508,4.461297988891602,6.711409395973154,0.1428571428571428,0.1428571428571428,nesso_c3e63ab91f1cca35797c,CCONC(=O)C(CC)n1nnc(-c2ccc(Cl)cc2)n1,4.37,210.277,15,2.2796000000000003,55.12,1,2,0,False,False,False,False
100,1,nesso_499a99bad2d6448963cf,Cc1ccccc1C1CN(C(=O)c2ccc(-c3cc[nH]n3)s2)C(C)CO1,4.9,5.476680755615234,5.276636123657227,5.232460975646973,9.803921568627452,0.2134831460674157,0.2134831460674157,nesso_4adf82aa64064a501d9d,CC(C)CN1CC(CNC(=O)c2nccc3ccccc23)OCC1=O,5.06,367.47400000000005,26,4.048820000000003,58.22,4,3,0,False,False,False,False
100,1,nesso_4a138194a443d92c1fa2,CC1(C)CCCC(C)(CNc2ncc(S(C)(=N)=O)cn2)C1,4.39,5.924671173095703,5.620055675506592,5.809235572814941,3.623188405797101,0.1866666666666666,0.1866666666666666,nesso_eab7d139933a0d0e7219,CCN(CC(=O)NC)S(=O)(=O)c1cnc(NCC(C)C)c(C(F)(F)F)c1,4.81,310.4670000000001,21,3.530470000000001,78.73,2,4,0,True,False,False,False
100,1,nesso_4a7b992dab1d7c00944d,Cc1ccccc1-c1nnsc1C(=O)N[C@H]1CCCC(F)(F)[C@@H]1O,3.98,5.530712127685547,5.471460342407227,5.535041809082031,3.676470588235294,0.2207792207792207,0.2207792207792207,nesso_d77c9bdd67960b821af0,O=C(NCC(Cc1ccccc1)Cc1ccccc1)N1CCC(O)C(F)(F)C1,4.94,353.39400000000006,24,2.7920200000000013,75.11,3,3,0,False,False,False,True
100,1,nesso_4a96ce4024c661f81925,Cc1nnc(CCNC(=O)c2ccc3nccn3c2)s1,2.27,4.636730194091797,4.218587875366211,3.822423219680786,2.4271844660194177,0.2191780821917808,0.2318840579710145,nesso_dcd93a7aabb2417cb370,C=CC(=O)N1CCC(C(=O)NCc2nnc(CC)s2)CC1,2.28,287.348,20,1.4667199999999998,72.18,3,4,0,False,False,False,True
100,1,nesso_4ad44a6be2a0083306e8,Cc1ncc(C(=O)N(CC2CCCCC2)c2ccccn2)c(C)n1,4.97,5.107795238494873,4.746333122253418,4.793843746185303,9.803921568627452,0.2631578947368421,0.2631578947368421,nesso_11f6ca4985116466873d,Cc1cccnc1C(F)(F)C(=O)N(CC1CCOC1)C1CC1,5.29,324.428,24,3.7155400000000025,58.980000000000004,3,4,0,False,False,False,False
100,1,nesso_4b1fa6d212ba6ffa9bea,Nc1cc(-c2ccncc2)c[nH]c1=O,1.81,4.676070690155029,4.021050453186035,3.580372333526612,1.7421602787456447,0.1666666666666666,0.1666666666666666,nesso_a9ff66dda2a0b48f97c2,Nc1c(Cl)cncc1Cl,1.77,187.202,14,1.0191,71.77,2,1,0,True,False,True,True
100,1,nesso_4b45a2b945d446dabe78,COc1ccc(CNC(=O)N2CC3(CC=CC3)C2C(C)C)cc1OC(F)F,5.75,5.622559547424316,5.3812255859375,5.516704082489014,10.0,0.2580645161290322,0.2580645161290322,nesso_7092261f6a0189ed7487,COc1ccc(CCN)cc1OC,2.47,380.43500000000006,27,4.182800000000004,50.8,3,6,0,False,False,False,False
100,1,nesso_4c6928032c7889be2399,COc1cc(S(=O)(=O)N2CCN(c3ccc(C)cc3)CC2)ccc1Cl,5.07,5.031610488891602,4.69632625579834,4.785221099853516,6.134969325153374,0.2022471910112359,0.2205882352941176,nesso_cac3a3f728e042c3f64b,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.16,380.89700000000005,25,3.1679200000000023,49.85000000000001,3,4,0,True,False,False,False
100,1,nesso_4cacb39be298ae9e409d,COc1ccc(N(CC2CC2)C(=O)CC2CC(C)(C)CO2)cc1,5.08,5.280223369598389,4.844151496887207,4.959019660949707,10.0,0.2368421052631578,0.2435897435897435,nesso_6bf94758a70cc697eb2f,COc1ccc(OC(F)(F)F)c(C(=O)Nc2cc3c(cc2C)OCO3)c1,5.13,317.42900000000003,23,3.6434000000000024,38.769999999999996,3,6,0,False,False,False,False
100,1,nesso_4d6c78f3f066f21029f3,Cn1cc(C(=O)N[C@H]2c3ccccc3CC[C@H]2O)c2cc(F)ccc21,5.24,5.396576404571533,5.234886169433594,5.290143013000488,10.0,0.2340425531914893,0.2340425531914893,nesso_0821e2ff227ac9418d4e,Cc1cnn(C2CCCN(C(=O)CCc3c(-c4ccccc4)[nH]c4ccc(F)cc34)C2)c1,5.28,338.38200000000006,25,3.095600000000002,54.260000000000005,4,2,0,False,False,False,False
100,1,nesso_4d8e57ec519e3aa81ba8,COC(=O)CN(C(=O)c1cn(Cc2ccccc2)c2ccccc12)C1CC1,5.46,4.721714019775391,4.071132659912109,4.0407819747924805,10.0,0.2666666666666666,0.2666666666666666,nesso_6c2332b47cc902cdf2c8,O=C(Nc1cnn(Cc2ccccc2)c1)C1Cc2ccccc2O1,4.59,362.4290000000002,27,3.467200000000002,51.54,4,6,0,False,False,False,False
100,1,nesso_4e525557823818f420da,C=CC(=O)N1CCN(C(=O)CC(O)c2ccc(Cl)c(Cl)c2)[C@@H](C)C1,3.99,5.149713039398193,4.831083297729492,4.87160587310791,6.211180124223603,0.2911392405063291,0.2911392405063291,nesso_3080df862b2bbf5b4fbe,C=CC(=O)N1CCC(C(=O)NC(C)c2ccc3c(c2)NC(=O)CO3)CC1,2.94,371.2640000000002,24,2.6622000000000003,60.85000000000001,2,4,0,False,False,False,True
100,1,nesso_4e8df8e607a4830b4276,CN(C)CCOc1ccc(CN2CCN(Cc3nccn3C)CC2)cc1,3.46,4.994969367980957,4.816145896911621,4.611093521118164,7.246376811594202,0.238095238095238,0.3384615384615385,nesso_a6076192b199418857c2,CN(Cc1cccnc1)c1nc2c(c(=O)[nH]1)CCN(Cc1ccc(F)c(Cl)c1)CC2,4.24,357.50200000000007,26,1.6782999999999997,36.77,3,8,0,True,False,False,True
100,1,nesso_4ed0c88c2267224608ab,CCn1cc(-c2cn([C@@H](C)c3ccccc3Cl)nn2)cn1,5.545,5.173061847686768,4.6562676429748535,4.553183555603027,10.0,0.3230769230769231,0.3230769230769231,nesso_3e46b8f14791d05879ca,COc1ccccc1-c1cn(C(C)c2cnc(C)cn2)nn1,4.39,301.781,21,3.4242000000000017,48.53,3,4,0,False,False,False,False
100,1,nesso_4f01d9a62c80fae691f2,O=C(O)c1cnccn1,2.64,4.461703777313232,3.87521767616272,3.5937623977661133,2.145922746781116,0.2166666666666666,0.2166666666666666,nesso_50900b0b28493770380a,Cc1cc(C)n(CCN(C)C(=O)c2cccc(-c3cncc(C(=O)O)n3)c2)n1,1.81,124.09899999999999,9,0.1747999999999999,63.08,1,1,0,False,True,True,True
100,1,nesso_4f19ccaf0a9f3f8ba27e,Cc1nc(C2CCCN2CC(=O)N2CCCCC2C)cs1,5.06,4.864669799804688,4.751012802124023,4.545320510864258,10.0,0.2533333333333333,0.2777777777777778,nesso_7eb8ae6cf76849dde3f4,c1ccc2oc(C3CCCCN3Cc3nnc4n3CCCCC4)nc2c1,4.13,307.46299999999997,21,2.9894200000000017,36.440000000000005,3,3,0,True,False,False,False
100,1,nesso_4f2854769365e1e8497d,CCN(CC)C(CNS(=O)(=O)c1ccc2c(c1)CCCC(=O)N2)c1ccco1,4.73,5.151858329772949,4.929822444915772,4.849132537841797,4.484304932735426,0.225,0.225,nesso_930481fb8c911b7776b6,O=C1CCC(c2cccc(NS(=O)(=O)c3cccc(F)c3)c2)N1,4.66,405.5200000000002,28,2.915800000000001,91.65,3,8,0,True,False,False,False
100,1,nesso_4f2b5e7bd386e64498a0,CCCCN(Cc1ccc(F)cc1)Cc1cc(O)c(OC)cn1,4.55,4.996172904968262,4.8142170906066895,4.624497413635254,10.0,0.2361111111111111,0.2361111111111111,nesso_37cc1fa9771549293144,CC(C)C(Cc1ccc(F)cc1)N(C)C(=O)Cc1ncccc1F,5.21,318.39200000000005,23,3.7372000000000023,45.59,2,8,0,True,False,False,False
100,1,nesso_4f3163c0b91d57d5add4,Cc1ccn2ncc(C(=O)N3CCCCCC3C=Cc3ccccc3)c2n1,5.69,5.169633865356445,4.815223693847656,4.827028751373291,10.0,0.2409638554216867,0.25,nesso_5c4b7dfedc815ff9909e,CCn1c(SCC(=O)N(C)C2CCCCC2)nc2ccccc2c1=O,5.38,360.461,27,4.135920000000003,50.50000000000001,4,3,0,False,False,False,False
100,1,nesso_4f5d960ee79593ed1c2e,NC1CCCCCC1,2.69,4.652284145355225,0.7165312767028809,0.2730603218078613,2.857142857142857,0.2083333333333333,0.2083333333333333,nesso_4f8524d2587b424c6c2a,NCC1CCCO1,1.92,113.20400000000001,8,1.6679,26.02,1,0,0,True,False,True,True
100,1,nesso_4f87dc054ee1cbfaba5e,COc1cccc(C(=O)NCC(=O)NC2CC(C)(C)Oc3ccccc32)c1,5.02,5.063302993774414,4.806088447570801,4.811583518981934,9.174311926605505,0.2962962962962963,0.2962962962962963,nesso_c7f0a9aa6e0decf57f25,COc1cccc(C(O)CNC(=O)c2ccc(N3CCCCCC3)nc2)c1,5.67,368.43300000000005,27,2.8436000000000012,76.66,3,5,0,False,False,False,False
100,1,nesso_504009b6f6f6def15bbc,Cc1nc(NCc2ccc(N3CCOC(C)C3)nc2)c2c(C)csc2n1,2.05,5.888912200927734,5.572092533111572,5.678092956542969,1.5082956259426847,0.1868131868131868,0.1927710843373494,nesso_79011236f8239238c356,CCc1nc(CN2CCOC(c3ccc4cc(OC)ccc4c3)C2)no1,3.78,369.494,26,3.5403400000000023,63.17,4,4,0,True,False,False,True
100,1,nesso_5048f97e9a8e51984ebc,C=CC(=O)NCc1ccc(NC(=O)CCN(C)Cc2ccccc2)cc1,3.49,4.380667686462402,3.983252048492432,3.804502487182617,3.4722222222222223,0.323943661971831,0.323943661971831,nesso_5b8d92a4c64f12065ee4,C=CC(=O)NCc1ccc(C(=O)NCC2CCCC23CCOCC3)cc1,3.69,351.45,26,2.9494000000000016,61.440000000000005,2,9,0,True,False,False,True
100,1,nesso_5117f914b0f154f70dde,O=C(c1ccc(Cl)cc1)N1CCN(c2ccnc3cc(Cl)ccc23)CC1,3.61,5.307965755462647,4.959479331970215,4.946627140045166,4.132231404958678,0.217391304347826,0.217391304347826,nesso_c3e63ab91f1cca35797c,CCONC(=O)C(CC)n1nnc(-c2ccc(Cl)cc2)n1,4.37,386.2820000000002,26,4.504000000000003,36.440000000000005,4,2,0,True,False,False,True
100,1,nesso_516d33d747aa0b9914af,Cc1nc2nc(SCc3ccc(C(F)(F)F)nc3)nn2c(C)c1C,5.1,5.266616344451904,4.921476364135742,4.920793056488037,10.0,0.1604938271604938,0.1604938271604938,nesso_11f6ca4985116466873d,Cc1cccnc1C(F)(F)C(=O)N(CC1CCOC1)C1CC1,5.29,353.3730000000001,24,3.7556600000000024,55.97,3,3,0,False,False,False,False
100,1,nesso_51c9afe2d7d13a57fe59,Cc1cc(Br)cc(S(=O)(=O)Nc2cccc3cc[nH]c23)c1,5.3,5.076263427734375,4.612972736358643,4.615078449249268,10.0,0.2253521126760563,0.2328767123287671,nesso_b760c3a826b6c1a287a4,Cc1nocc1S(=O)(=O)Nc1cccc(S(=O)(=O)N(C)c2ccccc2)c1,4.79,365.25200000000007,21,4.039620000000001,61.96,3,3,0,False,False,False,False
100,1,nesso_5224a8c4e041d186dafd,Cc1csc(C(C)(C)NC(=O)c2cc3c(C)c(C)ccc3[nH]2)n1,5.35,5.2158918380737305,5.023833274841309,5.214324951171875,8.474576271186441,0.2531645569620253,0.2531645569620253,nesso_6b5d387b946b19fe6bd6,COc1ccc(CC(C)(CO)NC(=O)c2cc3c(C)cc(C)nc3s2)cc1OC,4.885,327.45300000000003,23,4.214760000000003,57.78,3,3,0,False,False,False,False
100,1,nesso_5262ce4f6da63cf85b85,CC(C)(C(=O)N1CCC(COc2ccccc2)C1)c1cccnc1,5.04,4.769350051879883,4.456814765930176,4.293915748596191,10.0,0.2682926829268293,0.2682926829268293,nesso_15e74ff6d840669cb33c,CCOc1cc(NC2CCN(C(=O)C3CCc4cccnc43)CC2)ncn1,2.69,324.42400000000004,24,3.2867000000000024,42.43000000000001,3,5,0,False,False,False,False
100,1,nesso_5268176b952d92eaef33,CC(C)Cn1cnc(S(=O)(=O)N2CC(=O)Nc3ccccc32)c1,4.64,4.887997150421143,4.654317855834961,4.618334770202637,6.5359477124183005,0.216867469879518,0.216867469879518,nesso_4adf82aa64064a501d9d,CC(C)CN1CC(CNC(=O)c2nccc3ccccc23)OCC1=O,5.06,334.401,23,1.6864999999999994,84.30000000000001,3,4,0,False,False,False,False
100,1,nesso_52ad9ec0cfbf5d7b194f,CC1Cc2cccc(S(=O)(=O)Nc3ccc(OC(F)F)cn3)c2O1,5.19,5.294379234313965,4.914337158203125,4.943904876708984,10.0,0.2235294117647059,0.2235294117647059,nesso_24dd31d4d6241208e163,COC(=O)Cc1ccccc1S(=O)(=O)Nc1ccc(-c2nc(C3CC3)n[nH]2)cc1,4.92,356.35,24,2.807200000000001,77.52000000000001,3,5,0,False,False,False,False
100,1,nesso_5374dfe3c50dc51cc8c2,CC(C)(C)C1CN(c2cc(CO)cc(C(F)(F)F)n2)CCO1,5.48,5.075314998626709,4.563704013824463,4.714421272277832,10.0,0.2285714285714285,0.2285714285714285,nesso_cf22e08f1779a06cebed,N#Cc1cc(C(F)(F)F)cc(N2CCCN(C3CC3)CC2)n1,5.21,318.33900000000006,22,2.844000000000001,45.59,2,2,0,True,False,False,False
100,1,nesso_53a4ef0199b4ff37a181,CCn1c2ccccc2c2cc(N)ccc21,4.28,4.798000335693359,4.227007389068604,4.025558948516846,6.289308176100628,0.21875,0.21875,nesso_5c4b7dfedc815ff9909e,CCn1c(SCC(=O)N(C)C2CCCCC2)nc2ccccc2c1=O,5.38,210.27999999999997,16,3.396600000000001,30.95,3,1,0,True,False,False,False
100,1,nesso_53bbe1c32f7007edf863,COCCN(Cc1cc(C(C)C)on1)Cc1ccccc1Cl,4.8,4.632761478424072,4.362677574157715,4.065677165985107,10.0,0.1829268292682926,0.1975308641975308,nesso_6915e05801aa1cbdf178,COc1cc2c(=O)n(CC(=O)Nc3ccccc3Cl)cnc2cc1F,4.57,322.836,22,4.100000000000004,38.5,2,8,0,True,False,False,False
100,1,nesso_53d90e07577ce3e1e985,CN1CC(=O)N(CC(=O)Nc2cccc(NC(=O)c3cccnc3)c2)C1=O,3.15,4.572545051574707,4.409347534179688,4.256299018859863,4.219409282700422,0.3108108108108108,0.3108108108108108,nesso_5f0063ca89c60bf43cbc,Cn1cnc(-c2cccc(NC(=O)c3cccc4cccnc34)c2)n1,4.22,367.3650000000001,27,1.1663999999999988,111.71000000000001,3,5,0,False,False,False,True
100,1,nesso_544a7b40a1beb725d177,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,2.69,5.049178123474121,4.661046981811523,4.720225811004639,2.0202020202020203,0.3061224489795918,0.3061224489795918,nesso_251ee099238147c1b747,CN(C)Cc1ccccc1CN(C)C(=O)c1ccc(-c2cccc(F)c2)cc1,4.46,254.28500000000003,19,3.4011000000000022,54.37,2,5,0,False,True,False,True
100,1,nesso_55f40d1c746c19019b54,O=C(c1c[nH]c2ncc(Br)cc12)N1CCCC(n2ccnc2)C1,5.35,4.923533916473389,4.620514869689941,4.566922187805176,10.0,0.2371134020618556,0.2371134020618556,nesso_0821e2ff227ac9418d4e,Cc1cnn(C2CCCN(C(=O)CCc3c(-c4ccccc4)[nH]c4ccc(F)cc34)C2)c1,5.28,374.24200000000013,23,2.999200000000001,66.81,4,2,0,False,False,False,False
100,1,nesso_55f8a425d1e1537752e2,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,4.38,4.820847511291504,4.557356834411621,4.410289764404297,4.3478260869565215,0.282051282051282,0.282051282051282,nesso_04d024b8ebd09e845e29,CCCCO[C@H]1CC[C@H](NC(=O)c2ccn3c(C)cc(C)nc23)CC1,4.74,343.471,25,3.4853000000000023,54.46,2,10,0,True,False,False,False
100,1,nesso_56297ca836cd2ca70bf1,C=CC(=O)NC1CCCOC1C1CCN(C(=O)CCCc2sccc2C)CC1,5.01,5.14266300201416,5.061601638793945,5.126895904541016,10.0,0.231578947368421,0.231578947368421,nesso_3acf8d48deaed3de46fd,C=CC(=O)N1CCC(C(=O)Nc2cccc(-c3nnnn3CC)c2)C1,2.45,404.5760000000002,28,3.467620000000002,58.64,3,7,0,False,False,False,False
100,1,nesso_572549b327ba48eb7113,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,1.76,5.455378532409668,5.104220390319824,5.126987457275391,1.838235294117647,0.2075471698113207,0.2075471698113207,nesso_5c4b7dfedc815ff9909e,CCn1c(SCC(=O)N(C)C2CCCCC2)nc2ccccc2c1=O,5.38,586.6890000000004,43,4.0911000000000035,114.2,7,4,0,True,False,False,True
100,1,nesso_5745d329876f24d0a5a4,CCOC(=O)c1cccc(N)c1,2.69,4.327475547790527,3.908921957015991,3.5717289447784424,2.331002331002331,0.2419354838709677,0.2419354838709677,nesso_2ead87777f681e45cc9e,Cc1cccc(OC2CCN(C(=O)[C@@H](N)Cc3ccc(O)cc3)CC2)c1,3.74,165.19199999999998,12,1.4455,52.32,1,2,0,True,False,True,True
100,1,nesso_576bebe4416ff590edc8,C=CC(=O)NCCc1noc(COc2ccc(Cl)cc2)n1,4.45,4.478750228881836,4.252260208129883,4.051529884338379,4.975124378109452,0.2631578947368421,0.2631578947368421,nesso_a9cad7381e9393576b2c,C[C@@H](CNC(=O)CCc1cncc2ccccc12)Oc1ccc(Cl)cc1,5.25,307.737,21,2.1467,77.25,2,7,0,False,False,False,False
100,1,nesso_57717577b879f904fbc3,[O-][n+]1ccccc1S,1.75,5.476922512054443,4.972556114196777,4.958636283874512,1.8148820326678765,0.1470588235294117,0.1470588235294117,nesso_edbc73372d2cd7f9902c,Nc1nc2ccccc2s1,3.11,127.16799999999999,8,0.6087000000000002,26.939999999999998,1,0,0,False,False,True,True
100,1,nesso_57e0addd88d90373ca09,COc1ccccc1-c1ccc(C(=O)N2CCCNC(=O)[C@@H]2C)s1,5.29,5.839550018310547,5.436530113220215,5.615828990936279,10.0,0.2266666666666666,0.2266666666666666,nesso_3e46b8f14791d05879ca,COc1ccccc1-c1cn(C(C)c2cnc(C)cn2)nn1,4.39,344.43600000000004,24,2.7743,58.64,3,3,0,False,False,False,False
100,1,nesso_58081fa9b01fe7065e8f,C=CC(=O)Nc1ccc(C(=O)Nc2cc(Cl)c3c(c2)OCCCO3)cc1,4.34,5.484242916107178,5.085355758666992,5.175778388977051,10.0,0.2837837837837837,0.2837837837837837,nesso_5b8d92a4c64f12065ee4,C=CC(=O)NCc1ccc(C(=O)NCC2CCCC23CCOCC3)cc1,3.69,372.80800000000016,26,3.8781000000000017,76.66000000000001,3,4,0,False,False,False,False
100,1,nesso_581e2b4c86eb3a429fcd,Cc1sc(-c2ccc3c(c2)OCO3)nc1-c1cn(CC2CCCN2)nn1,4.46,5.050152778625488,4.660627841949463,4.460296154022217,4.672897196261682,0.1956521739130435,0.1956521739130435,nesso_b65deb03cd85b14fc9e8,CCN(CC)C(=O)c1ccccc1Cn1cc(-c2cnc(F)cc2C)nn1,5.32,369.4500000000001,26,2.8577200000000005,74.09,5,4,0,True,False,False,False
100,1,nesso_585cfe9a1db6904f9eee,O=C(O)CC1(NCc2csc(-c3ccc(Cl)cc3)n2)CCOCC1,3.78,5.121067523956299,4.927701473236084,4.978225231170654,3.745318352059925,0.2307692307692307,0.2307692307692307,nesso_5b8d92a4c64f12065ee4,C=CC(=O)NCc1ccc(C(=O)NCC2CCCC23CCOCC3)cc1,3.69,366.8700000000002,24,3.5770000000000017,71.45,3,6,0,True,True,False,True
100,1,nesso_588f4cf4df073fce46fd,N#Cc1c(C2CC2)n[nH]c1NS(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2,5.03,5.5960893630981445,5.530043601989746,5.689040184020996,4.424778761061947,0.2558139534883721,0.2558139534883721,nesso_24dd31d4d6241208e163,COC(=O)Cc1ccccc1S(=O)(=O)Nc1ccc(-c2nc(C3CC3)n[nH]2)cc1,4.92,379.4010000000002,27,2.6784800000000004,127.73999999999998,5,4,0,False,False,False,False
100,1,nesso_58c71dd1e244f3188f71,O=C(Cn1ncc2ncccc21)N(Cc1ccccc1F)C1CC1,4.87,4.80786657333374,4.643373966217041,4.550780296325684,7.692307692307692,0.2857142857142857,0.2857142857142857,nesso_11f6ca4985116466873d,Cc1cccnc1C(F)(F)C(=O)N(CC1CCOC1)C1CC1,5.29,324.3590000000001,24,2.7616000000000014,51.02,4,5,0,False,False,False,False
100,1,nesso_58d4578965225efe3ab0,Cc1nc(-c2ccc(CNC(=O)CC3C(=O)N(C)C(=O)N3C)cc2)no1,3.47,4.753266334533691,4.6256303787231445,4.619796752929688,4.366812227074235,0.2125,0.2261904761904762,nesso_98e443bff9c0d3e5fa7b,OCC1(CC2CC2)CCCN(c2nc(-c3ccccc3)no2)C1,4.88,357.37000000000006,26,0.9437199999999997,108.64,3,5,0,False,False,False,True
100,1,nesso_58ed9380b2d82781c3f7,CCN(CC)CC(=O)Nc1c(C)cc(C)cc1C,4.83,4.713367938995361,4.341575622558594,4.027414321899414,7.751937984496124,0.2153846153846154,0.2153846153846154,nesso_eab7d139933a0d0e7219,CCN(CC(=O)NC)S(=O)(=O)c1cnc(NCC(C)C)c(C(F)(F)F)c1,4.81,248.36999999999998,18,2.8921600000000014,32.34,1,5,0,True,False,False,False
100,1,nesso_590f0f183876cfec609f,Cc1cc(C2CC2)nc(NC(=O)c2nc3ccccc3cc2C2CC2)n1,5.83,5.81757926940918,5.40297794342041,5.639970779418945,10.0,0.2278481012658227,0.2278481012658227,nesso_04d024b8ebd09e845e29,CCCCO[C@H]1CC[C@H](NC(=O)c2ccn3c(C)cc(C)nc23)CC1,4.74,344.4180000000002,26,4.340320000000003,67.77000000000001,5,4,0,False,False,False,False
100,1,nesso_593136c3399db719c538,CC(C)(C)c1ccc(S(=O)(=O)NCCCN2CCCCCC2=O)s1,5.945,5.64809513092041,5.456378936767578,5.537130355834961,10.0,0.1688311688311688,0.1688311688311688,nesso_051c0fba3320972d67e5,O=C(NCc1nc(=O)o[nH]1)c1ccc(N2CCCCCC2)cc1,4.06,372.55600000000015,24,3.116600000000002,66.48,2,6,0,False,False,False,False
100,1,nesso_5a18fe00ac9cd03360d3,CC(C)(C)c1ccc(S(=O)(=O)N2CC(O)Cc3ccccc32)s1,5.87,5.333216667175293,4.942671775817871,5.139376640319824,10.0,0.2,0.2,nesso_4ee34d0caba25baead79,Cc1ccc(-n2cc(C(=O)N3CC4CCCN4Cc4ccccc43)nn2)cc1,4.97,351.493,23,3.1579000000000024,57.61,3,2,0,False,False,False,False
100,1,nesso_5a2d54421d7caa320efe,Cc1ccc(C2(C)NC(=O)N(Cc3cnns3)C2=O)cc1C,4.78,5.211662292480469,4.931909561157227,4.995034217834473,5.813953488372094,0.1585365853658536,0.1971830985915492,nesso_b65deb03cd85b14fc9e8,CCN(CC)C(=O)c1ccccc1Cn1cc(-c2cnc(F)cc2C)nn1,5.32,316.3860000000001,22,2.12214,75.19,3,3,0,False,False,False,False
100,1,nesso_5a5be991169241ee7fc9,Cc1cnc(C(=O)N[C@H]2c3ccccc3C[C@@H]2O)cc1C,5.19,5.2241387367248535,4.802009105682373,4.854297637939453,10.0,0.2571428571428571,0.2571428571428571,nesso_c09e42102d55212a9820,CCCN(C(=O)c1cc(C)cc(O)n1)C1CCc2ccccc2C1,4.92,282.343,21,2.08654,62.22,3,2,0,False,False,False,False
100,1,nesso_5b1088b7aa75b031014e,O=C(Nc1c[nH]nc1-c1nccs1)[C@H]1C[C@](O)(c2cccc(Cl)c2)C1,4.57,5.545557498931885,5.432809829711914,5.449292182922363,5.208333333333333,0.2261904761904762,0.2261904761904762,nesso_0d7e25de754535b69a2a,C[C@@H](NC(=O)Nc1ccc2[nH]ncc2c1)c1cccc(Cl)c1,4.61,374.85300000000007,25,3.422900000000002,90.9,4,4,0,False,False,False,False
100,1,nesso_5b30bd21394e0ec033ef,COCC1(c2noc(-c3cccc(C)c3O)n2)CCCCO1,4.91,5.173155784606934,4.800454139709473,4.796933174133301,8.474576271186441,0.2,0.2,nesso_98e443bff9c0d3e5fa7b,OCC1(CC2CC2)CCCN(c2nc(-c3ccccc3)no2)C1,4.88,304.3460000000001,22,2.7928200000000007,77.61000000000001,3,4,0,False,False,False,False
100,1,nesso_5b698ddd1cb2e627fdbe,CC(C)(C)c1cn(CCS(=O)(=O)Nc2ccccc2)nn1,5.08,4.809215545654297,4.589893341064453,4.571775913238525,7.4074074074074066,0.25,0.25,nesso_b760c3a826b6c1a287a4,Cc1nocc1S(=O)(=O)Nc1cccc(S(=O)(=O)N(C)c2ccccc2)c1,4.79,308.40700000000004,21,2.0174999999999996,76.88,2,5,0,False,False,False,False
100,1,nesso_5bb5ff68c630124a7831,O=C(Cn1ccc2ccccc2c1=O)N1CCC(Cc2ccccc2)C1,4.09,4.639416217803955,4.29960823059082,4.204773902893066,3.3444816053511706,0.2676056338028169,0.273972602739726,nesso_d77c9bdd67960b821af0,O=C(NCC(Cc1ccccc1)Cc1ccccc1)N1CCC(O)C(F)(F)C1,4.94,346.43,26,3.0927000000000016,42.31,4,4,0,False,False,False,False
100,1,nesso_5cfa0b1cdf24c0c2ff3a,Cc1c[nH]c2nccc(-c3ccc4c(c3)C(=O)NCCO4)c12,1.74,4.925350189208984,4.595053672790527,4.39563512802124,1.934235976789168,0.1728395061728395,0.1728395061728395,nesso_11f6ca4985116466873d,Cc1cccnc1C(F)(F)C(=O)N(CC1CCOC1)C1CC1,5.29,293.3260000000001,22,2.660520000000001,67.01,4,1,0,False,False,False,True
100,1,nesso_5d01efcc6f27977344fe,O=C(O)Cc1ccccc1[N+](=O)[O-],2.72,4.775542259216309,4.212516784667969,4.1736555099487305,2.1834061135371177,0.2857142857142857,0.2857142857142857,nesso_ee335e75dea228ee8ed0,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,4.18,181.14699999999996,13,1.2219,80.44,1,3,0,False,True,True,True
