record_id,fold,smiles,y_true,MW,heavy_atoms,identity_formal_charge,feature_array_row,source_feature_row,row_id,prepared_smiles,prepared_formal_charge,prepared_is_charged,native_cached,norm_l2,centered_norm_l2,member1_norm_l2,member2_norm_l2,PC1,PC2,PC3,PC4,PC5
nesso_310e19deaab7eb61267c,2,O=C(NCc1cc2c(cc1OC(F)F)OCO2)NCC1CCCCC(F)(F)C1,5.7,406.3760000000002,28,0,631,792,OADMET-0002787,O=C(NCc1cc2c(cc1OC(F)F)OCO2)NCC1CCCCC(F)(F)C1,0,0,6.033716201782227,15.40540337100177,7.048739307350713,14.983787132007464,3.5794659107135316,-2.3209715993544324,0.6702783844711337,1.7168208801673588,-3.251891860574821,5.128033794761926
nesso_311b492672bd6cedc7b4,0,N#Cc1cccc(CC(=O)NCCNc2ccc3ccccc3n2)c1,4.71,330.391,25,0,632,794,OADMET-0005350,N#Cc1cccc(CC(=O)NCCNc2ccc3ccccc3n2)c1,0,0,4.735957145690918,16.11933426925971,4.898988220866741,15.322126539316997,5.006533291339247,-3.188016457814558,-0.00787889458161184,-2.8538005197460925,0.07665290094729772,-1.9459633865465018
nesso_312512245e0bcd4c2d2f,4,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,4.7,291.438,22,0,633,795,OADMET-0003623,C[NH+](C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,1,1,5.0465006828308105,22.418547374935358,9.284279712104448,21.36293960940967,6.7982407758872885,7.156839390389315,-3.7865711085213727,3.0365667529281035,-0.17331131201960792,1.9523544539472923
nesso_31260cdec7e055096c27,1,O=Cc1ccc(C(=O)NCc2noc(-c3ccc(Cl)cc3F)n2)[nH]1,3.91,348.72099999999995,24,0,634,796,OADMET-0001690,O=Cc1ccc(C(=O)NCc2noc(-c3ccc(Cl)cc3F)n2)[nH]1,0,0,4.999459266662598,14.722931934008937,5.83866306707088,13.954236510282023,4.695104700490964,-4.892506796636476,1.584730854039468,-1.636790313662987,-0.818772540138027,-0.25009976244274634
nesso_314c7392355c721cde26,4,CC(C)Oc1ccc(S(=O)(=O)Nc2cn(C)nc2C(F)F)cn1,4.57,346.359,23,0,635,798,OADMET-0005625,CC(C)Oc1ccc(S(=O)(=O)Nc2cn(C)nc2C(F)F)cn1,0,0,5.163437366485596,14.215916713205353,3.9720762235874427,13.206834904629247,5.260399205255995,-0.9523613498256434,-1.3614842035160142,-1.4909034362139169,-1.9119858381041994,2.0550622579354525
nesso_314c7c23bd8c1a1d75f5,4,C=CC(=O)NCc1ccccc1-c1ccc(CN2CCCC2=O)cc1,4.56,334.4190000000001,25,0,636,799,OADMET-0001667,C=CC(=O)NCc1ccccc1-c1ccc(CN2CCCC2=O)cc1,0,0,5.078999042510986,15.875231266782766,5.059690021553963,15.290941762267519,4.267325602386144,-4.550029004186168,1.5627932453309756,-0.7608095688331722,-0.5220075138310709,0.133233304137076
nesso_315a66387357acfbbf07,2,OC1(CNCc2cn(Cc3ccccc3)nc2-c2cccnc2)CCCCC1,4.42,376.50400000000025,28,0,637,800,OADMET-0005318,OC1(C[NH2+]Cc2cn(Cc3ccccc3)nc2-c2cccnc2)CCCCC1,1,1,4.7928009033203125,17.22633796495624,3.5135688304190373,16.120723730989784,6.071983701558789,-1.912952450904339,-0.8555200997935538,-1.9876746740554738,1.2463406138503619,-0.8782788535523833
nesso_316d628ac446a7014c41,3,O=c1c2ccccc2ncn1CC1CCCC(C(F)(F)F)O1,4.23,312.29099999999994,22,0,638,802,OADMET-0005729,O=c1c2ccccc2ncn1CC1CCCC(C(F)(F)F)O1,0,0,5.250335216522217,19.72268972361563,5.88907841409221,19.21165351802847,4.460589539201954,1.006869771085112,-1.44024509235494,2.1661467825583753,-0.8292750019588926,2.852632614053756
nesso_3172868ddba7280945a1,0,COc1cc(F)c(NC(=O)C2CCCN2C(=O)c2ccccc2O)cc1F,4.73,376.35900000000004,27,0,639,803,OADMET-0005268,COc1cc(F)c(NC(=O)C2CCCN2C(=O)c2ccccc2O)cc1F,0,0,5.159034252166748,15.993465305181436,5.28003947986816,15.381613428694422,4.38142679937138,-4.682409881466001,1.7999756339534994,-0.31932609432640036,-0.2841173400363308,0.6752467419282153
nesso_319236949d5cf854846a,1,Cc1cc(C(=O)NC2(c3ccccn3)CC2)nn1-c1cccc(Cl)c1,5.23,352.82500000000005,25,0,640,804,OADMET-0006028,Cc1cc(C(=O)NC2(c3ccccn3)CC2)nn1-c1cccc(Cl)c1,0,0,5.12444543838501,16.551608808005124,6.648331483167725,16.148495565126726,3.6306810816037496,-5.698459210468686,3.0049151862369077,-0.2708596409248928,-0.17081767713090346,-1.1242451954037473
nesso_31a054a3319645637763,0,O=C(NC(c1ccc2c(c1)CCO2)c1cc(Cl)ccc1Cl)C1OCCO1,5.25,394.25400000000013,26,0,641,806,OADMET-0002768,O=C(NC(c1ccc2c(c1)CCO2)c1cc(Cl)ccc1Cl)C1OCCO1,0,0,5.078797817230225,16.192534065559308,4.194692690791611,15.744757468941112,3.781636115297411,-2.9726390859476046,0.7995642964438607,-0.6327478968262912,-1.6317941920300272,-0.2779528606219868
nesso_31b41b817c9d2d8a6eba,1,COc1cc(C)nc(N2CCCC(Nc3ccccc3)C2)n1,4.83,298.39000000000004,22,0,642,807,OADMET-0005033,COc1cc(C)nc(N2CCCC(Nc3ccccc3)C2)n1,0,0,5.359748840332031,15.390205696970575,6.844895843675092,14.805732716764691,4.201036790458895,-5.4095334065837815,2.5597472427334313,0.6502548799361587,-1.291705477271456,2.2970679535620366
nesso_31debbfa15ead66d6a2e,2,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,2.02,693.7320000000003,50,0,643,809,OADMET-0003785,O=C(NC1CC[NH+](CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,1,1,5.120589733123779,15.560931577400112,2.919782848572647,15.073844480924077,3.862875110774706,-1.025439738618497,-0.6185675187054384,-1.2819352584477406,-1.6835677512176326,-0.22923017842262905
nesso_31eb259405380868b97d,4,O=S(=O)(c1ccc(F)cc1)C1CCN(S(=O)(=O)c2ccc(F)cc2)C1,4.68,387.4290000000001,25,0,644,810,OADMET-0005704,O=S(=O)(c1ccc(F)cc1)C1CCN(S(=O)(=O)c2ccc(F)cc2)C1,0,0,4.773191452026367,17.105083515637126,3.267605353873444,16.239997791291607,5.370880171421133,0.30869292433302714,-1.779563021622796,-1.7905014541219633,-0.5430901968925815,-1.1905762393117374
nesso_3227f0ac8eac3e9ad64f,1,COc1ccc(Cl)cc1C(=O)N1CCCN(C(=O)c2cc(Cl)ccc2OC)CC1,5.21,437.3230000000002,29,0,645,812,OADMET-0002884,COc1ccc(Cl)cc1C(=O)N1CCCN(C(=O)c2cc(Cl)ccc2OC)CC1,0,0,4.857331275939941,16.574717095127998,4.445595511237242,15.638201011586215,5.492532740435164,2.042176473640777,-2.423575446695168,-1.8371725290278769,-1.3024419399336882,-0.8488397695081991
nesso_32333e01ddab6cf76565,2,Cc1cccc2cc(C=O)c(Oc3ccc(F)cc3)nc12,4.57,281.286,21,0,646,813,OADMET-0001502,Cc1cccc2cc(C=O)c(Oc3ccc(F)cc3)nc12,0,0,5.255582332611084,15.554985403791168,8.112830134295612,14.989238667842647,4.156957429491793,-6.438727701022071,3.842722317809228,0.27881190770935416,-2.104710850384749,-0.4660997273648372
nesso_3242fe200c7a149a9b87,0,CCOC(=O)N1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)N3CCOCC3)c2)CC1,4.09,445.92500000000035,29,0,647,814,OADMET-0002036,CCOC(=O)N1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)N3CCOCC3)c2)CC1,0,0,4.995668411254883,18.55156710532054,3.713000297061565,17.445119849984277,6.310977379368092,-2.0138644059401285,-0.7291346629403015,-0.3143605105534778,2.16431042198579,1.3407385530818425
nesso_3245be90a50c6c444e14,4,Cc1ccc(Cl)c(S(=O)(=O)N2CCN(C(=O)C3CC3)C2)c1Cl,5.88,363.2660000000002,22,0,648,815,OADMET-0003404,Cc1ccc(Cl)c(S(=O)(=O)N2CCN(C(=O)C3CC3)C2)c1Cl,0,0,4.890369892120361,16.145457873585684,3.6036482146563884,14.754025801674333,6.557021625041204,-2.3949693767354714,-0.6293710828988573,-1.6335559124959658,0.8130104851210815,0.6751418760187144
nesso_3267a950179628e4d144,4,CCCn1cc(NC(=O)c2ccc3c(Br)cnn3c2)cn1,4.29,348.204,21,0,649,816,OADMET-0003997,CCCn1cc(NC(=O)c2ccc3c(Br)cnn3c2)cn1,0,0,5.149306297302246,14.709178870042875,5.1561049766173195,14.278939873877972,3.531546277354082,-4.285477410450179,1.2187514060245452,-1.6918867680868235,-1.6946045198862887,-0.3544398630917203
nesso_326fe930e1172700d561,0,CC1CCc2c(C(=O)NS(=O)(=O)CC(F)(F)F)csc2C1,4.74,341.37600000000003,21,0,650,817,OADMET-0005022,CC1CCc2c(C(=O)NS(=O)(=O)CC(F)(F)F)csc2C1,0,0,5.2285237312316895,14.822224290982389,4.980523833377595,14.538969598551015,2.8838682259419794,-2.5893050174811902,0.25165649705013876,-1.8248576849128222,-3.093167150085204,-0.7832446220400617
nesso_32731657534592d95e6b,0,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,4.7,473.5940000000001,34,0,651,818,OADMET-0003544,O=C(c1ccc(OCC[NH+]2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,1,1,5.91516637802124,14.41924072746165,8.728037114342126,13.702651670327903,4.489080123828123,-5.928108760957812,3.468347517653865,0.19126450876305354,-3.783700190994611,0.687325770193843
nesso_327a2e570542357dc676,0,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,4.35,308.3810000000001,23,0,652,819,OADMET-0003618,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,0,0,5.162518501281738,19.01628982909128,9.657674544590009,18.65315452475736,3.698527428521328,-7.236417518786153,5.370640012410892,1.710560397469011,0.3859656246573865,-2.5842245495894374
nesso_32849758102ed1b016f9,0,CC(=O)c1cc(CN2CCC3(CC2)CN(CC(C)c2ccccc2)C(=O)O3)cs1,3.43,412.55500000000006,29,0,653,820,OADMET-0001358,CC(=O)c1cc(C[NH+]2CCC3(CC2)CN(CC(C)c2ccccc2)C(=O)O3)cs1,1,1,4.8618083000183105,17.240778421755184,4.845808674678923,15.460958647337389,7.629102063374329,-0.7145337913496742,-1.921282326777291,-2.5477089387926632,1.99646761979339,-0.4507077992451346
nesso_3287c2f3cb470949b1d3,1,CCc1nc2ccc(C(=O)N3CCN(c4cc(C)ccc4C)CC3)cc2nc1CC,4.71,402.5420000000002,30,0,654,821,OADMET-0001964,CCc1nc2ccc(C(=O)N3CCN(c4cc(C)ccc4C)CC3)cc2nc1CC,0,0,5.418957710266113,14.850296908295443,6.732199286619387,14.586722764156889,2.7854689490562237,-5.668554970333759,2.760935162210802,-0.29053343437907925,-1.943513592582093,0.6768255188151906
nesso_3291b8fa4701d729481d,3,Cc1nn(C)c(C)c1CCC(=O)NC(C)c1nnc(CC(=O)O)[nH]1,2.51,334.3800000000001,24,0,655,822,OADMET-0001320,Cc1nn(C)c(C)c1CCC(=O)NC(C)c1nnc(CC(=O)[O-])[nH]1,-1,1,4.604626655578613,21.439798685866403,7.017397238652904,18.736898621776586,10.420825194184259,2.77282532480546,-4.0411161509626705,-0.7649455455191353,4.6397723108970315,0.47239651932245774
nesso_32934c834569ce9204ca,4,O=C(c1cccc(-n2cnnc2)c1)N1CCCCC1CCc1ccccc1,4.41,360.46100000000007,27,0,656,823,OADMET-0001141,O=C(c1cccc(-n2cnnc2)c1)N1CCCCC1CCc1ccccc1,0,0,4.790775299072266,17.64804716242847,3.5262462855833645,16.214362045320822,6.967641789770704,-0.6479397069539805,-1.760716466156797,-1.934035590283477,1.7534451722289237,-0.3946378859371586
nesso_32a097b9d454b149c546,2,CCOc1ccccc1CCC(=O)N1CCN(c2ccc(C(N)=O)cc2)CC1,5.17,381.4760000000001,28,0,657,824,OADMET-0003119,CCOc1ccccc1CCC(=O)N1CCN(c2ccc(C(N)=O)cc2)CC1,0,0,4.971837997436523,17.157335039858644,2.585430386935487,16.31591899892666,5.3070644324735,-0.4040668927322526,-1.6731155342741468,-1.1475912311087964,0.10201563934973817,0.5200168263518934
nesso_32fea022e26286ec45f5,3,C=CC(=O)N1CC(C(=O)NC(CC)CC)Oc2ccccc21,3.72,302.37399999999997,22,0,658,826,OADMET-0001669,C=CC(=O)N1CC(C(=O)NC(CC)CC)Oc2ccccc21,0,0,4.912146091461182,17.161609118201326,3.1494372876726757,16.465795805178356,4.837188855947406,-1.2504167877199248,-0.7469114870262598,-0.6717762642832041,-0.8143945987155345,0.1152487288107055
nesso_32fef4ea3974f8b42a6e,4,c1cc2c(cc1CN1CCNCC1)OCO2,2.82,220.27199999999996,16,0,659,827,OADMET-0002056,c1cc2c(cc1C[NH+]1CC[NH2+]CC1)OCO2,2,1,4.974493980407715,20.66570289199354,4.987198500128417,19.678404293042536,6.311234467179553,1.8536045537721886,-2.3322658269753633,1.0129956229500179,2.015696095510118,0.9850318205877382
nesso_330c160a80e354ea907c,0,O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,4.0,351.0160000000001,20,0,660,828,OADMET-0001857,O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,0,0,5.5234832763671875,25.389201822787616,16.462447956978387,24.894562725341455,4.987215246235315,-9.733717590685208,9.738301063576774,6.869496003163732,3.1410557114293916,-3.433936863482036
nesso_333c4f0ee0b4e3dbcc76,4,Cc1ccccc1C(=O)N1CCc2ccccc2C1,1.78,251.32899999999995,19,0,661,829,OADMET-0001920,Cc1ccccc1C(=O)N1CCc2ccccc2C1,0,0,4.91889762878418,18.036932737754874,4.980122333877535,17.10871697524551,5.711632520325491,2.8592755508047523,-2.6605551836564976,0.2902990664119019,-1.499116567110306,1.1743416332644534
nesso_33520f1905a7f784e8ec,3,Cc1ccc(C(=O)NCCc2ccn(-c3ccccc3)n2)cc1Cl,5.23,339.826,24,0,662,830,OADMET-0005023,Cc1ccc(C(=O)NCCc2ccn(-c3ccccc3)n2)cc1Cl,0,0,5.029910087585449,14.971540499771605,3.31220613556052,14.350352484993639,4.267834168842346,-1.8617667069766917,-0.42705107312617663,-1.6113749759782905,-1.8177260691479622,0.19254867316089802
nesso_33533db9a46440a69123,2,Cc1ccc(C(=O)NC(c2nccn2C)C(C)C)s1,4.6,277.39300000000003,19,0,663,831,OADMET-0001295,Cc1ccc(C(=O)NC(c2nccn2C)C(C)C)s1,0,0,4.990767478942871,15.913880787850873,4.360910060493233,15.171909605686334,4.802578541451651,-3.8776639825435377,0.7165493755477066,-1.419199513485254,0.04748288501620722,-0.01594308681060766
nesso_3363ad2c57f97c8f3cc7,4,O=Cc1c[nH]nc1CN1C(=O)c2ccccc2C1=O,1.66,255.233,19,0,664,832,OADMET-0001241,O=Cc1c[nH]nc1CN1C(=O)c2ccccc2C1=O,0,0,4.6958699226379395,18.335928810358574,3.476191740758983,17.15355996824939,6.477782471973695,1.1532345735768836,-2.1685256482193744,-0.46492437923007784,0.12647460191368404,0.12685565047678887
nesso_33651a1340df8baffb26,2,COc1cccc(NC(=O)N(C)Cc2nccn2Cc2ccccc2)c1,4.78,350.4220000000001,26,0,665,833,OADMET-0004985,COc1cccc(NC(=O)N(C)Cc2nccn2Cc2ccccc2)c1,0,0,4.850821495056152,17.380044041792203,6.060594848884186,16.873465042338072,4.165586196399226,-4.79868506337532,1.8354323870233091,-1.425917480529125,0.5384002141545481,-2.4679672932477574
nesso_3369c375d109e075bd2f,4,CNC(=O)c1noc(CN2CCC3(CC2)Nc2ccccc2NC3=O)n1,2.52,356.386,26,0,666,834,OADMET-0000946,CNC(=O)c1noc(C[NH+]2CCC3(CC2)Nc2ccccc2NC3=O)n1,1,1,4.438090801239014,24.735957232810257,13.455856415253493,22.670750465710686,9.894678041497706,11.610012217029727,-5.662046639678456,0.6706715134954792,0.8206080694339037,-2.0853451101011498
nesso_3369c716c59ae89a4e7b,3,CC1(O)CCCN(C(=O)c2ccc3c(c2)C(C)(C)CO3)C1,4.24,289.3750000000001,21,0,667,835,OADMET-0005262,CC1(O)CCCN(C(=O)c2ccc3c(c2)C(C)(C)CO3)C1,0,0,5.055355072021484,17.449172590930118,3.1370892073812042,16.68291186622764,5.1141055690851545,-0.7611429838895242,-1.0954564831140072,0.08401539565561025,-0.4066545562682403,1.7359147203966552
nesso_337983ddd90efaa84beb,4,Cc1cc(C(=O)Nc2ccc(OCc3ccccc3)cc2)ccn1,1.79,318.37600000000003,24,0,668,836,OADMET-0002863,Cc1cc(C(=O)Nc2ccc(OCc3ccccc3)cc2)ccn1,0,0,4.697553634643555,17.404201427456968,5.237551906658434,16.410064916462204,5.797930386352653,-3.6622514648548368,0.496405417767382,-2.150415702469461,1.4840303385102178,-2.119629814919419
nesso_33977f85392f7277bf89,4,O=C(Nc1ccn(-c2ncccc2Cl)n1)c1cccc(F)c1Br,5.105,395.619,23,0,669,837,OADMET-0002985,O=C(Nc1ccn(-c2ncccc2Cl)n1)c1cccc(F)c1Br,0,0,5.738487720489502,15.655703999463856,7.968682698952449,15.141195003182334,3.9806132183917278,-5.738497004350798,3.374037720753343,0.8066598832690284,-2.8585754377059587,0.761461444281403
nesso_33aabcbee2fb30a18fc1,1,Cc1nn(C)c(Sc2ccccc2)c1C(=O)Nc1cccc(N2C(=O)NCC2C)c1,5.85,421.5260000000002,30,0,670,838,OADMET-0002696,Cc1nn(C)c(Sc2ccccc2)c1C(=O)Nc1cccc(N2C(=O)NCC2C)c1,0,0,4.701754570007324,19.135859425571127,6.229072849179531,18.30850670897549,5.565940894639361,3.971526662839859,-3.235085878385135,-1.5574835334252866,-0.47716021728801383,-2.2416970268577234
nesso_33c73c4c49675c7f768e,3,COC(=O)c1cnc(NC(=O)c2ccccc2OC2CCCC2)s1,4.95,346.4080000000002,24,0,671,839,OADMET-0005621,COC(=O)c1cnc(NC(=O)c2ccccc2OC2CCCC2)s1,0,0,5.319591999053955,15.54215276317097,7.144645304307235,15.248182865957991,3.008559755106776,-5.747883461662486,3.0216233268119383,-0.6145296062086505,-2.046705390631863,-1.1018552302661646
nesso_33cebede0eb2a87e0d9c,0,O=C(Cn1cccn1)N[C@@H]1[C@@H]2CCO[C@@H]2[C@@H]1C1CCCC1,4.01,289.3790000000001,21,0,672,840,OADMET-0001217,O=C(Cn1cccn1)N[C@@H]1[C@@H]2CCO[C@@H]2[C@@H]1C1CCCC1,0,0,4.8830366134643555,22.93046131264241,8.226646185725937,21.72971850947112,7.322935853176553,5.350573262729572,-3.8998984751098194,2.4652688045668336,1.7413194799748526,1.8729823531381629
nesso_33e2f3039b0b78254c19,3,CCc1cc(NC(=O)N2CCN(CC(C)C)CC2)ccc1C,4.17,303.45,22,0,673,841,OADMET-0004415,CCc1cc(NC(=O)N2CC[NH+](CC(C)C)CC2)ccc1C,1,1,4.9823760986328125,19.643905845198216,4.734888111567335,17.867387891378517,8.163301219116754,0.9227318522614001,-2.6572407791336463,0.18198093553390826,2.7493324414883595,2.217663669795126
nesso_33eeb21d7d8e89cb4be8,4,COc1ccc(CCNC(=O)c2cc3c(s2)-c2ccccc2OC3)cc1OC,5.18,395.4800000000002,28,0,674,842,OADMET-0001491,COc1ccc(CCNC(=O)c2cc3c(s2)-c2ccccc2OC3)cc1OC,0,0,5.577845096588135,14.695280035724357,7.935358025356577,14.463917679725261,2.597371879898965,-6.1326691759915715,3.5402785340814766,0.6661244203945602,-2.7446476475439128,1.6933869092717702
nesso_33f2109256ae660f4921,4,O=C(O)c1ccc(-c2cccc(F)c2)nc1,2.73,217.19899999999998,16,0,675,843,OADMET-0002282,O=C([O-])c1ccc(-c2cccc(F)c2)nc1,-1,1,4.7917070388793945,18.363533571874346,4.005118373824609,17.799684520276944,4.515594780753628,-1.4518628351214729,-0.3761408477767146,-0.9961542106746919,-0.08387432497940563,-1.7822899572316206
nesso_34006d532fa7c717940a,3,O=C(C1CC1)N1CCCN(c2cccc(C(F)(F)F)n2)CC1,5.47,313.3230000000001,22,0,676,844,OADMET-0002596,O=C(C1CC1)N1CCCN(c2cccc(C(F)(F)F)n2)CC1,0,0,4.97392463684082,16.20564431226309,5.093717686903305,15.038230219176427,6.0394154891540515,-4.0780777346411226,1.1187465496100604,-0.9432002171772413,1.0287006709798372,0.15336913307678085
nesso_3414f2f56cb94d645836,2,Cc1nccnc1C(C)NC(=O)c1ccccc1-c1ccc(C(F)(F)F)cc1,5.22,385.389,28,0,677,845,OADMET-0002873,Cc1nccnc1C(C)NC(=O)c1ccccc1-c1ccc(C(F)(F)F)cc1,0,0,4.960595607757568,17.30431210285782,6.897148101183504,16.72381273024548,4.444469047793097,-5.680999355259521,2.9628301735624243,-0.20580392324839986,0.7590521050265968,-1.7361905395173705
nesso_3419a563b357f3a632fd,2,COCCOc1ccc(Cl)cc1S(=O)(=O)NC(=O)Cc1ccc(C)cc1,4.14,397.8800000000001,26,0,678,847,OADMET-0005216,COCCOc1ccc(Cl)cc1S(=O)(=O)NC(=O)Cc1ccc(C)cc1,0,0,4.691771507263184,17.989297876367537,4.318890115170209,16.927471889738037,6.088968180801258,-2.7376128363439074,-0.1773471366567052,-1.7945645611857681,1.935562375399103,-1.5818602336637078
nesso_344188053fa18d05e7b1,2,Cc1nc2scc(C)n2c(=O)c1S(=O)(=O)Nc1cccc(C(F)(F)F)c1,5.92,403.407,26,0,679,848,OADMET-0003524,Cc1nc2scc(C)n2c(=O)c1S(=O)(=O)Nc1cccc(C(F)(F)F)c1,0,0,5.559516429901123,14.5334325936756,7.909823767316085,14.255841812271646,2.8269483862284748,-6.129015503715268,3.3472341225700664,0.6763361043867068,-2.568367528410012,2.104873352719912
nesso_344f0d2f66fddd9faa65,1,COc1ccccc1CC1CCCN1C(=O)c1cnn(C(C)(C)C)c1,5.58,341.45500000000004,25,0,680,849,OADMET-0003395,COc1ccccc1CC1CCCN1C(=O)c1cnn(C(C)(C)C)c1,0,0,5.125907897949219,15.676527424490802,5.308154291046517,15.147106178035955,4.0396394049614415,-4.753506306919965,1.6842979318392137,-0.9963032894108548,-0.33171249869786057,-0.13208747378030378
nesso_34580e40835cf939b097,3,O=S(=O)(Nc1cccc(Cl)c1N1CCOCC1)c1cccc2ccccc12,6.09,402.90300000000013,27,0,681,850,OADMET-0003341,O=S(=O)(Nc1cccc(Cl)c1N1CCOCC1)c1cccc2ccccc12,0,0,5.173085689544678,17.771534913619483,8.583079314340779,17.422841109789143,3.5031501322435106,-6.826370111343374,4.638501852344518,1.083919214978275,-0.13134011639779197,-1.7397769930069575
nesso_345bd3485155e7abc0fe,2,Nc1ccc(S(N)(=O)=O)cc1,1.78,172.20900000000003,11,0,682,852,OADMET-0003598,Nc1ccc(S(N)(=O)=O)cc1,0,0,4.183629989624023,21.39912261490845,8.007573754243388,19.97493259194401,7.676230626758108,-2.2548243323118937,1.2506297519290068,-0.7417666590400854,3.022666679892292,-5.233601531854875
nesso_34645a3b715713be5d8f,4,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,1.74,398.48200000000014,29,0,683,854,OADMET-0003585,CC[NH+](CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,1,1,5.388298034667969,13.947077759777322,4.336645180850164,13.435117778120027,3.7441405322608268,-2.137585309800116,-0.35248493944673004,-1.9853275756298068,-2.3993015320479536,0.6093122967152296
nesso_347168724da138dfdff3,0,Clc1ccc2c(N3CCNCC3)ccnc2c1,3.26,247.72899999999998,17,0,684,855,OADMET-0002101,Clc1ccc2c(N3CC[NH2+]CC3)ccnc2c1,1,1,4.878824234008789,16.75870193099896,4.942151343601943,16.226570442818346,4.189570631499397,-3.058037706753378,0.6251014731477478,-1.5308029040509576,-1.1526524638465179,-1.9450755041384218
nesso_34793d82903f3d608032,1,Cc1nc(CNC(=O)C2(c3cccc(F)c3)CCOCC2)nc2ccccc12,5.36,379.4350000000001,28,0,685,856,OADMET-0002563,Cc1nc(CNC(=O)C2(c3cccc(F)c3)CCOCC2)nc2ccccc12,0,0,5.264492988586426,15.280620928627696,6.459410508840983,14.422651529910404,5.048217389454209,-5.100464374050549,2.0239768834705116,0.17616952343844144,-0.5520438719691556,2.3572130153682167
nesso_34a924c7ae4b7e470aae,3,CC(C)(C)NS(=O)(=O)NC(=O)C(C)(C)c1cccc(C#N)c1,4.77,323.41800000000006,22,0,686,857,OADMET-0005572,CC(C)(C)NS(=O)(=O)NC(=O)C(C)(C)c1cccc(C#N)c1,0,0,4.923791885375977,20.827638209151953,6.689149470264739,19.883005177174923,6.20134005645244,4.467861473723893,-3.5368888678158283,1.3707761751287282,0.10080041782217386,1.3347363389288505
nesso_34b791d39e2b3ad5233a,0,CCCOC1(c2noc(-c3cc(=O)[nH]c(C4CC4)n3)n2)CCCCC1,5.11,344.4150000000002,25,0,687,859,OADMET-0006051,CCCOC1(c2noc(-c3cc(=O)[nH]c(C4CC4)n3)n2)CCCCC1,0,0,5.264692783355713,20.278141053150165,6.9460631048386805,19.12248434039648,6.7478587138992125,4.347227347635824,-3.459355228125566,1.8752164903028823,0.0696365387528945,3.1308008555800306
nesso_34b9d19effb8a80f3600,0,Cc1c[nH]c(-c2ccccc2NC(=O)c2cc(C(N)=O)co2)n1,2.55,310.31300000000005,23,0,688,860,OADMET-0003444,Cc1c[nH]c(-c2ccccc2NC(=O)c2cc(C(N)=O)co2)n1,0,0,4.73770809173584,18.351856076872153,3.365376692155113,17.19787221717511,6.4049834244864225,0.8040091376960466,-2.25352975261171,-0.7259776825834194,0.4501054634730679,0.18975773249331743
nesso_34bdbca6bf8016c6eeae,0,COC1(c2ccnn2C)CN(c2ncnc3scc(C)c23)C1,1.75,315.4020000000001,22,0,689,861,OADMET-0003267,COC1(c2ccnn2C)CN(c2ncnc3scc(C)c23)C1,0,0,5.195315361022949,17.488329053671173,6.380111172910171,17.01439708249184,4.043753826430627,-5.034575193149221,2.454076749002232,0.8479598996841721,-0.698143874636923,0.6839307154633649
nesso_34bf0167aea24b841fc2,1,CN1CCOc2ccc(NC(=O)c3cc4cc(F)ccc4[nH]3)cc21,4.9,325.343,24,0,690,862,OADMET-0004182,CN1CCOc2ccc(NC(=O)c3cc4cc(F)ccc4[nH]3)cc21,0,0,5.631900310516357,14.74760543173493,7.000320845028439,14.451284663074746,2.9414686054619428,-4.6074418372469665,2.1344094210676614,0.6184908189771593,-3.544999721297477,2.5304733893171436
nesso_34e75aa07fa90234a461,3,Cc1ccc(C(=O)Nc2n[nH]c3c(Cl)cccc23)c(C)c1,4.57,299.7610000000001,21,0,691,863,OADMET-0004396,Cc1ccc(C(=O)Nc2n[nH]c3c(Cl)cccc23)c(C)c1,0,0,5.121489524841309,14.244588641083675,5.587328723891713,13.789724800465837,3.5709656230643683,-3.0187382478208846,0.7765922349802836,-1.9782177640163243,-3.3682377168018403,-1.2588583385776277
nesso_34f7a30c52972c45c7be,2,CCc1nc2ccc(Cl)cn2c1C(=O)NC(C)C1(OC)CCC1,5.14,335.83500000000015,23,0,692,864,OADMET-0003205,CCc1nc2ccc(Cl)cn2c1C(=O)NC(C)C1(OC)CCC1,0,0,5.025201797485352,17.508999565560405,7.2934767988658935,17.155632107601985,3.499907538123017,-5.825486018553399,3.198633508742321,-0.45607117202941316,-0.03329426374776723,-2.597630695096773
