feature_row,original_id,identity_canonical_smiles,prepared_smiles,pEC50,role,nearest_development_similarity,nearest_development_id,nearest_development_smiles,nearest_development_pEC50
380,OADMET-0001537,O=Cc1cc(F)c(OCc2cn(-c3ccc(Cl)cc3)nn2)c(F)c1,O=Cc1cc(F)c(OCc2cn(-c3ccc(Cl)cc3)nn2)c(F)c1,3.49,lockbox_primary,0.3230769230769231,OADMET-0002761,COC(=O)C(C)(C)Cc1cn(-c2ccc(C(C)C)cc2)nn1,5.41
390,OADMET-0005267,CCO[C@H]1CCN(C(=O)Cc2cc(-c3ccccc3)on2)C1,CCO[C@H]1CCN(C(=O)Cc2cc(-c3ccccc3)on2)C1,4.24,lockbox_primary,0.4084507042253521,OADMET-0001425,CCC(=O)N1CCC(Oc2ccccc2-c2nc(C3CC3)no2)C1,5.15
397,OADMET-0004949,CCC(C(=O)NC(CNS(=O)(=O)c1cnn(C)c1)c1ccccc1)c1c(C)noc1C,CCC(C(=O)NC(CNS(=O)(=O)c1cnn(C)c1)c1ccccc1)c1c(C)noc1C,4.9,lockbox_primary,0.6268656716417911,OADMET-0002621,CSC(C(=O)NC(CNS(=O)(=O)c1cnn(C)c1)c1ccccc1)c1ccccc1,5.15
398,OADMET-0004696,O=C(NCCc1nnc(-c2ccccc2)o1)c1ccc(F)c(Cl)c1,O=C(NCCc1nnc(-c2ccccc2)o1)c1ccc(F)c(Cl)c1,4.21,lockbox_primary,0.42424242424242425,OADMET-0005023,Cc1ccc(C(=O)NCCc2ccn(-c3ccccc3)n2)cc1Cl,5.23
399,OADMET-0004772,CC(C)n1ncc2cc(C(=O)N3CCOCc4ccccc43)cnc21,CC(C)n1ncc2cc(C(=O)N3CCOCc4ccccc43)cnc21,4.68,lockbox_primary,0.3125,OADMET-0005285,CC(C)Cn1ncc2cc(C(=O)NCC[C@H]3CCCC[C@H]3O)cnc21,4.79
417,OADMET-0005079,CC1(C)CCCC(CNC(=O)c2ccccc2-n2cccn2)O1,CC1(C)CCCC(CNC(=O)c2ccccc2-n2cccn2)O1,4.94,lockbox_primary,0.4925373134328358,OADMET-0005433,CC(C)Cn1cc(C(=O)NCC2CCCC(C)(C)O2)cn1,4.78
419,OADMET-0005578,COc1ccc(N(C)C(=O)Cn2ncc3ccccc3c2=O)c(OC)c1,COc1ccc(N(C)C(=O)Cn2ncc3ccccc3c2=O)c(OC)c1,4.77,lockbox_primary,0.5142857142857142,OADMET-0005856,COc1ccc2c(c1)C1(CC1)CN(C(=O)Cn1ncc3ccccc3c1=O)C2,5.04
420,OADMET-0001187,COc1cccc(-c2ccccc2NC(=O)C2CCN(c3cnccn3)CC2)c1,COc1cccc(-c2ccccc2NC(=O)C2CCN(c3cnccn3)CC2)c1,4.19,lockbox_primary,0.34177215189873417,OADMET-0005014,COc1ncc(C)cc1NC(=O)c1ccc(N2CCC(C)CC2)nc1,4.66
423,OADMET-0003546,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,CCc1nn(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,4.34,lockbox_primary,0.5522388059701493,OADMET-0003656,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,4.53
426,OADMET-0000969,Cc1noc(-c2ccc(S(=O)(=O)NCCCn3ccnn3)o2)c1C,Cc1noc(-c2ccc(S(=O)(=O)NCCCn3ccnn3)o2)c1C,3.92,lockbox_primary,0.32432432432432434,OADMET-0001272,O=C(NCCCn1ccnn1)C1Cc2ccccc2O1,2.95
430,OADMET-0001547,Cc1cccn2c(=O)c(C=O)c(Sc3ncccn3)nc12,Cc1cccn2c(=O)c(C=O)c(Sc3ncccn3)nc12,3.25,lockbox_primary,0.5,OADMET-0001505,Cc1cccn2c(=O)c(C=O)c(NCc3ccccc3)nc12,3.86
431,OADMET-0004807,Cc1cccc(N(C)S(=O)(=O)c2cnn(C3CCC3)c2)n1,Cc1cccc(N(C)S(=O)(=O)c2cnn(C3CCC3)c2)n1,4.59,lockbox_primary,0.46774193548387094,OADMET-0003467,CC(C)N(C)c1ccccc1NS(=O)(=O)c1cnn(C2CCC2)c1,6.494999999999999
447,OADMET-0001179,COCc1ccc(C(=O)NCc2noc(C(N)=O)n2)s1,COCc1ccc(C(=O)NCc2noc(C(N)=O)n2)s1,2.66,lockbox_primary,0.45161290322580644,OADMET-0001262,CN(C)c1ccc(CCC(=O)NCc2noc(C(N)=O)n2)cc1,3.18
453,OADMET-0001435,O=C(c1ccncc1)N1CCC(N2C(=O)C3(CCCCC3)C2c2ccncc2)CC1,O=C(c1ccncc1)N1CCC(N2C(=O)C3(CCCCC3)C2c2ccncc2)CC1,3.09,lockbox_primary,0.35,OADMET-0001958,O=C(c1cncc(Br)c1)N1CCC(N2CCCC2)CC1,1.91
456,OADMET-0004821,O=C1NC2(CCCCC2)C(=O)N1C1CCN(c2ccc(Cl)cc2Cl)C1,O=C1NC2(CCCCC2)C(=O)N1C1CCN(c2ccc(Cl)cc2Cl)C1,4.73,excluded_initial_emax,0.2692307692307692,OADMET-0005885,COc1ccc(Cl)cc1N1CCC(NC(=O)NCC2C(C)(C)C2(F)F)C1,5.17
458,OADMET-0003242,CC[C@@H]1C(=O)NCCCN1Cc1nc(-c2cccc(Cl)c2)no1,CC[C@@H]1C(=O)NCCC[NH+]1Cc1nc(-c2cccc(Cl)c2)no1,5.21,lockbox_primary,0.3684210526315789,OADMET-0005752,CC[C@@H]1C(=O)NCCCN1CC(=O)Nc1ccccc1C(F)(F)F,4.62
460,OADMET-0001679,Cc1cccc(C)c1NC(=O)C(CC(C)C)n1cccc1C=O,Cc1cccc(C)c1NC(=O)C(CC(C)C)n1cccc1C=O,5.43,lockbox_primary,0.35185185185185186,OADMET-0001974,Cc1cccc(C)c1NC(=O)CN1CCCC1,3.67
461,OADMET-0004703,CCCN(C(=O)Cc1ccc(F)c(Cl)c1)c1cccnc1,CCCN(C(=O)Cc1ccc(F)c(Cl)c1)c1cccnc1,4.79,lockbox_primary,0.35,OADMET-0001418,CN(Cc1cccnc1)c1nc2c(c(=O)[nH]1)CCN(Cc1ccc(F)c(Cl)c1)CC2,4.24
463,OADMET-0001727,C=CC(=O)N(CC)CC(=O)N1CCN(C2CCCOC2)CC1,C=CC(=O)N(CC)CC(=O)N1CC[NH+](C2CCCOC2)CC1,2.54,lockbox_primary,0.5,OADMET-0001741,C=CC(=O)N(CC)CC(=O)N1CCN(c2cc(N3CCOCC3)ncn2)CC1,2.45
468,OADMET-0003725,CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1,CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1,4.09,lockbox_primary,0.25301204819277107,OADMET-0005820,Cn1ccc(-c2cn(CC(O)c3ccc(Cl)cc3Cl)nn2)n1,4.47
469,OADMET-0005284,CN1CCOC(CN(CC2CC2)S(=O)(=O)c2ccc3c(c2)CCCO3)C1,C[NH+]1CCOC(CN(CC2CC2)S(=O)(=O)c2ccc3c(c2)CCCO3)C1,4.93,lockbox_primary,0.2948717948717949,OADMET-0005800,O=S(=O)(N1CCc2ccccc2C1)N(Cc1cccc(O)c1)CC1CC1,5.05
473,OADMET-0001548,O=Cc1sc(N2CCCCC2)nc1-c1cccs1,O=Cc1sc(N2CCCCC2)nc1-c1cccs1,4.7,lockbox_primary,0.3269230769230769,OADMET-0002127,Nc1c(-c2cccs2)nc2ccccn12,3.92
474,OADMET-0002750,CNC(=O)c1cccc(NC(=O)N2CCC(Oc3cccc(F)c3)C2)c1,CNC(=O)c1cccc(NC(=O)N2CCC(Oc3cccc(F)c3)C2)c1,3.43,lockbox_primary,0.4444444444444444,OADMET-0005898,CC(C)Cn1cc(NC(=O)N2CC[C@H](Oc3ccccc3)C2)cn1,4.15
488,OADMET-0005587,Cc1cc2cc(C(=O)N3Cc4ccccc4C[C@H]3C(N)=O)oc2cc1C,Cc1cc2cc(C(=O)N3Cc4ccccc4C[C@H]3C(N)=O)oc2cc1C,4.26,lockbox_primary,0.4918032786885246,OADMET-0005536,NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)c1ccc2ccc(Cl)cc2n1,4.49
495,OADMET-0001003,CC(C)c1noc(CCNC(=O)Cc2ccc(-n3cnnn3)cc2)n1,CC(C)c1noc(CCNC(=O)Cc2ccc(-n3cnnn3)cc2)n1,3.49,lockbox_primary,0.375,OADMET-0001984,O=C(NCCc1c[nH]c2ccccc12)c1ccc(-n2cnnn2)cc1,3.41
512,OADMET-0005316,Cc1cc(C)cc(OCc2nnc(N3CCc4ccc(O)cc4C3)n2Cc2cccs2)c1,Cc1cc(C)cc(OCc2nnc(N3CCc4ccc(O)cc4C3)n2Cc2cccs2)c1,5.07,lockbox_primary,0.3023255813953488,OADMET-0004955,O=C(CN1CCc2ccc(O)cc2CC1)NC(c1ccccc1)c1nccs1,4.57
518,OADMET-0002710,NC(=O)CC1(NC(=O)c2cc(Br)cc3[nH]c(=O)[nH]c23)CCOCC1,NC(=O)CC1(NC(=O)c2cc(Br)cc3[nH]c(=O)[nH]c23)CCOCC1,2.78,lockbox_primary,0.28,OADMET-0002963,C=CCC1(NC(=O)c2nn[nH]c2-c2ccccc2)CCOCC1,4.74
520,OADMET-0005458,C[C@]1(c2ccccc2)C[C@H]1C(=O)N1CC[C@H](Nc2ccncc2C#N)C1,C[C@]1(c2ccccc2)C[C@H]1C(=O)N1CC[C@H](Nc2ccncc2C#N)C1,4.75,lockbox_primary,0.31645569620253167,OADMET-0004699,CC(C)(C(=O)N1CCC(COc2ccccc2)C1)c1cccnc1,5.04
521,OADMET-0005103,Cc1ccc(Cn2nnc(C3(C(F)(F)F)CCCN3)n2)cc1C,Cc1ccc(Cn2nnc(C3(C(F)(F)F)CCC[NH2+]3)n2)cc1C,5.06,lockbox_primary,0.25316455696202533,OADMET-0002952,Cc1c[nH]nc1C(=O)N1CCCC1(C)Cc1ccc(OC(F)(F)F)cc1,5.64
526,OADMET-0002010,O=C(NCc1ccc(Cl)cc1)c1ccc(Cl)cc1[N+](=O)[O-],O=C(NCc1ccc(Cl)cc1)c1ccc(Cl)cc1[N+](=O)[O-],4.87,lockbox_primary,0.575,OADMET-0002190,O=C(O)c1ccc(Cl)cc1[N+](=O)[O-],2.93
537,OADMET-0005751,O=C(CC(C1CCC1)C1CCC1)N1CCC(c2cnccn2)C1,O=C(CC(C1CCC1)C1CCC1)N1CCC(c2cnccn2)C1,4.28,lockbox_primary,0.36363636363636365,OADMET-0001330,O=C(c1ccc(-c2cccnc2)nc1)N1CCCC(c2ccccc2)CC1,4.56
541,OADMET-0005289,Cc1cc(C)n(CCCC(=O)N2Cc3cnn(C)c3CC(C)(C)C2)n1,Cc1cc(C)n(CCCC(=O)N2Cc3cnn(C)c3CC(C)(C)C2)n1,5.12,excluded_initial_emax,0.4782608695652174,OADMET-0004833,Cn1ncc2c1CC(C)(C)CN(C(=O)NCc1ccc(Br)s1)C2,5.21
544,OADMET-0002920,CC1(C)COc2c(C(=O)N3CCCC(n4ccnn4)C3)cccc21,CC1(C)COc2c(C(=O)N3CCCC(n4ccnn4)C3)cccc21,5.2,lockbox_primary,0.5294117647058824,OADMET-0005652,Cc1ccc(C(=O)N2CCCC(n3ccnn3)C2)c(F)c1Cl,4.45
546,OADMET-0005610,COc1ccccc1N1CCC(NC(=O)c2sccc2-n2cnnn2)CC1,COc1ccccc1N1CCC(NC(=O)c2sccc2-n2cnnn2)CC1,4.85,lockbox_primary,0.42105263157894735,OADMET-0005574,COc1ccccc1N1CCC(NC(=O)Cc2noc3ccccc23)C1,5.28
550,OADMET-0005071,Cc1ccc(S(=O)(=O)NC(=O)c2c(-c3ccc(C(F)(F)F)cc3)noc2C)cc1,Cc1ccc(S(=O)(=O)NC(=O)c2c(-c3ccc(C(F)(F)F)cc3)noc2C)cc1,4.41,lockbox_primary,0.45161290322580644,OADMET-0003757,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,3.98
554,OADMET-0003170,Cc1cccc2cc(C(=O)N3CCC[C@H](N(C)C(=O)c4cnc5ccccc5c4)C3)nn12,Cc1cccc2cc(C(=O)N3CCC[C@H](N(C)C(=O)c4cnc5ccccc5c4)C3)nn12,5.54,lockbox_primary,0.345679012345679,OADMET-0004510,Cn1cc(C2CCCN(C(=O)c3cc(-c4ccccc4)ccn3)C2)cn1,4.78
559,OADMET-0002545,Cc1noc(C(C)N2CC3CCC(C2)N3C(=O)C2CC(C)(C)C2)n1,Cc1noc(C(C)[NH+]2CC3CCC(C2)N3C(=O)C2CC(C)(C)C2)n1,4.96,lockbox_primary,0.28169014084507044,OADMET-0003415,Cc1cc(C(C)C)nc(N2CCN(C(C)c3nc(C4CC4)no3)CC2)n1,5.89
563,OADMET-0004934,CC(=O)NC(C)(C)c1noc(-c2cc(Cl)cc3c2OCC3)n1,CC(=O)NC(C)(C)c1noc(-c2cc(Cl)cc3c2OCC3)n1,4.83,lockbox_primary,0.42424242424242425,OADMET-0005887,CCC(CC)n1nc(C)cc1-c1nc(C(C)(C)NC(C)=O)no1,5.02
569,OADMET-0005939,Cn1ncc(NC(=O)N2CCCC(C)(F)C2)c1-c1ccccc1,Cn1ncc(NC(=O)N2CCCC(C)(F)C2)c1-c1ccccc1,4.44,lockbox_primary,0.34782608695652173,OADMET-0004402,Cn1nc(NC(=O)N2CCC(c3ccccc3)C2)c2ccccc21,4.66
586,OADMET-0005549,COc1ccc2ccccc2c1CNC(=O)NC1CCN(C(C)(C)C)C1,COc1ccc2ccccc2c1CNC(=O)NC1CC[NH+](C(C)(C)C)C1,5.09,lockbox_primary,0.4,OADMET-0005885,COc1ccc(Cl)cc1N1CCC(NC(=O)NCC2C(C)(C)C2(F)F)C1,5.17
589,OADMET-0001787,C=CC(=O)N(C)c1ccc(C(=O)N(Cc2ccccc2)CC(C)(C)O)cc1,C=CC(=O)N(C)c1ccc(C(=O)N(Cc2ccccc2)CC(C)(C)O)cc1,3.96,lockbox_primary,0.44642857142857145,OADMET-0001712,C=CC(=O)N(C)c1ccc(C(=O)N(C)c2nnc(C)s2)cc1,2.66
591,OADMET-0005644,O=S(=O)(Nc1cnn(CC(F)(F)F)c1C1CC1)c1cccc2ncccc12,O=S(=O)(Nc1cnn(CC(F)(F)F)c1C1CC1)c1cccc2ncccc12,5.1,lockbox_primary,0.3055555555555556,OADMET-0005113,O=S(=O)(Nc1cnc(C2CC2)nc1)c1cccc2c1COC2,4.23
595,OADMET-0005640,CN(Cc1cccc(O)c1)C(=O)c1cccc(N2CCCC2)c1,CN(Cc1cccc(O)c1)C(=O)c1cccc(N2CCCC2)c1,4.67,lockbox_primary,0.375,OADMET-0005998,CNC(=O)c1ccc(CN(C)C(=O)NC2CCCN(c3cccc(F)c3)C2)cc1,4.83
609,OADMET-0003126,COc1ccc(C(NC(=O)N2CCC3(C2)C(=O)Nc2ccccc23)c2ccc(C)cc2)cc1,COc1ccc(C(NC(=O)N2CCC3(C2)C(=O)Nc2ccccc23)c2ccc(C)cc2)cc1,5.2,lockbox_primary,0.3235294117647059,OADMET-0003741,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1,4.61
624,OADMET-0003171,CN(CC1CN(c2nc(-c3ccccc3)c3ccccc3n2)CCO1)c1cccnn1,CN(CC1CN(c2nc(-c3ccccc3)c3ccccc3n2)CCO1)c1cccnn1,5.2,lockbox_primary,0.3924050632911392,OADMET-0003227,c1ccc(OCC2CN(c3nc(-c4cccnc4)nc4ccccc34)CCO2)cc1,5.21
628,OADMET-0003605,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,COc1cc2c(cc1OC)C(=O)C(CC1CC[NH+](Cc3ccccc3)CC1)C2,4.34,lockbox_primary,0.39705882352941174,OADMET-0001254,COc1cc(C)c(C)cc1S(=O)(=O)N[C@H]1CCN(Cc2ccccc2)C1,5.05
640,OADMET-0005552,CCC(c1cc(Cl)cc2c1OCC2)n1cc(CN2CCOCCC2=O)nn1,CCC(c1cc(Cl)cc2c1OCC2)n1cc(CN2CCOCCC2=O)nn1,5.14,lockbox_primary,0.29411764705882354,OADMET-0004956,Cc1cc(S(N)(=O)=O)oc1C(=O)NC(C)c1cc(Cl)cc2c1OCC2,5.42
647,OADMET-0002636,O=C(CN1C(=O)NC2(CCc3ccccc32)C1=O)Nc1nc2ccccc2nc1N1CCCC1,O=C(CN1C(=O)NC2(CCc3ccccc32)C1=O)Nc1nc2ccccc2nc1N1CCCC1,5.19,lockbox_primary,0.5,OADMET-0003251,CN(C)S(=O)(=O)c1cccc(NC(=O)CN2C(=O)NC3(CCCc4ccccc43)C2=O)c1,5.1
652,OADMET-0001125,O=C(Nc1nc2c(F)cccc2s1)C1CCOC1,O=C(Nc1nc2c(F)cccc2s1)C1CCOC1,3.63,lockbox_primary,0.36507936507936506,OADMET-0001956,O=C(Nc1nc2ccc([N+](=O)[O-])cc2s1)C1CCCCC1,1.86
653,OADMET-0003429,Cc1ccc(C2(NC(=O)c3ccc(F)c(S(C)(=O)=O)c3)CCC2)cc1,Cc1ccc(C2(NC(=O)c3ccc(F)c(S(C)(=O)=O)c3)CCC2)cc1,5.31,lockbox_primary,0.3230769230769231,OADMET-0005849,Cc1ccc(C(=O)NC2(c3ccccc3F)COC2)cn1,4.42
663,OADMET-0004692,O=C(CCc1ccccn1)Nc1cnc2ccccc2c1,O=C(CCc1ccccn1)Nc1cnc2ccccc2c1,4.35,lockbox_primary,0.4166666666666667,OADMET-0003195,O=C(Nc1ccc2ncccc2c1)C1(c2nccc3ccccc23)CC1,5.22
666,OADMET-0000962,NS(=O)(=O)c1ccc(Cl)c(NC(=O)NC2COC3(CCCCC3)C2)c1,NS(=O)(=O)c1ccc(Cl)c(NC(=O)NC2COC3(CCCCC3)C2)c1,4.39,lockbox_primary,0.3108108108108108,OADMET-0002942,O=C(NC1CCOC2(CCCCC2)C1)c1ccc2c(n1)CCCC2,5.37
672,OADMET-0005356,CCn1cnc2c1CCN(C(=O)Nc1cnc(-c3ccccc3)nc1)C2,CCn1cnc2c1CCN(C(=O)Nc1cnc(-c3ccccc3)nc1)C2,4.72,lockbox_primary,0.3561643835616438,OADMET-0001564,C=CC(=O)N1CCC(C(=O)N2CCc3c(ncn3-c3ccccc3)C2)CC1,2.92
675,OADMET-0002117,NCCCN1CCOCC1,[NH3+]CCC[NH+]1CCOCC1,2.4,lockbox_primary,0.30612244897959184,OADMET-0002008,O=C(NCCCN1CCOCC1)C1COc2ccccc2O1,2.27
682,OADMET-0004858,CN(C)S(=O)(=O)c1ccc(N2CCCCC2)c(C(=O)Nc2ccc(F)c(C(N)=O)c2)c1,CN(C)S(=O)(=O)c1ccc(N2CCCCC2)c(C(=O)Nc2ccc(F)c(C(N)=O)c2)c1,5.27,excluded_initial_emax,0.3698630136986301,OADMET-0005695,Cc1nc(-c2ccccc2)c(C(=O)Nc2ccc(F)c(C(N)=O)c2)s1,3.94
685,OADMET-0001432,Oc1ccc(CN2CCCCC2c2nc(CCOCC3CC3)no2)cc1,Oc1ccc(C[NH+]2CCCCC2c2nc(CCOCC3CC3)no2)cc1,4.61,lockbox_primary,0.4583333333333333,OADMET-0001440,COc1ccc(C(=O)N2CC(c3nc(CCOCC4CC4)no3)C2)cc1,4.59
701,OADMET-0004774,CC(C)N(C(=O)c1nn(-c2ccc(F)cc2)ccc1=O)c1cccc(F)c1,CC(C)N(C(=O)c1nn(-c2ccc(F)cc2)ccc1=O)c1cccc(F)c1,4.72,lockbox_primary,0.33783783783783783,OADMET-0005662,O=c1ccn(-c2ccc(F)cc2)nc1-c1nc(Cc2cccc(Cl)c2)no1,4.28
709,OADMET-0000976,CS(=O)(=O)Nc1cccc(NC(=O)NCC2(O)CCCCC2)c1,CS(=O)(=O)Nc1cccc(NC(=O)NCC2(O)CCCCC2)c1,3.81,lockbox_primary,0.5254237288135594,OADMET-0001140,CCCn1cnnc1CNC(=O)Nc1cccc(NS(C)(=O)=O)c1,2.77
712,OADMET-0001898,O=C(c1cc2cc(F)ccc2[nH]1)N1CCc2ccccc2C1,O=C(c1cc2cc(F)ccc2[nH]1)N1CCc2ccccc2C1,5.13,lockbox_primary,0.5,OADMET-0002296,O=C(O)c1cc2cc(F)ccc2[nH]1,2.01
713,OADMET-0003118,COc1cc(OC)c(S(=O)(=O)n2nc(C)cc2C)cc1S(=O)(=O)n1nc(C)cc1C,COc1cc(OC)c(S(=O)(=O)n2nc(C)cc2C)cc1S(=O)(=O)n1nc(C)cc1C,6.3100000000000005,lockbox_primary,0.2786885245901639,OADMET-0005948,COc1ccc(C)cc1S(=O)(=O)N1CC(O)CC1c1ccc(F)cc1,5.04
715,OADMET-0001875,O=C(NCc1cccnc1)c1cnc2sccn2c1=O,O=C(NCc1cccnc1)c1cnc2sccn2c1=O,1.9,lockbox_primary,0.5102040816326531,OADMET-0002241,O=C(O)c1cnc2sccn2c1=O,2.75
721,OADMET-0005252,CCC(Oc1ccccc1F)C(=O)NC1(c2ncon2)CCC1,CCC(Oc1ccccc1F)C(=O)NC1(c2ncon2)CCC1,4.86,lockbox_primary,0.33783783783783783,OADMET-0003123,CCC(Oc1ccccc1C)C(=O)N1CCC(c2ncccn2)C1,5.17
724,OADMET-0005197,CCc1ccc(OCC(=O)NS(=O)(=O)c2csc(-c3ccccc3)n2)c(OC)c1,CCc1ccc(OCC(=O)NS(=O)(=O)c2csc(-c3ccccc3)n2)c(OC)c1,4.44,lockbox_primary,0.325,OADMET-0001525,COc1cc(C=O)ccc1OCC(=O)NC1CCCc2ccccc21,4.91
732,OADMET-0002633,CC(C)(C)n1cc(NS(=O)(=O)c2cccc(Cl)c2Cl)cn1,CC(C)(C)n1cc(NS(=O)(=O)c2cccc(Cl)c2Cl)cn1,6.045,lockbox_primary,0.35384615384615387,OADMET-0004982,CSc1nnnn1-c1cccc(NS(=O)(=O)c2cccc(Cl)c2O)c1,4.47
735,OADMET-0002906,COCC(Cc1ccccc1)N(C)C(=O)c1cc(-c2cccs2)n[nH]1,COCC(Cc1ccccc1)N(C)C(=O)c1cc(-c2cccs2)n[nH]1,5.54,lockbox_primary,0.37333333333333335,OADMET-0001051,CN(Cc1cc(-c2cccs2)n[nH]1)C(=O)Cn1nnnc1N,2.49
736,OADMET-0005774,CC(c1cccnc1)N(C)C(=O)Nc1cnc(C(C)(C)C)nc1,CC(c1cccnc1)N(C)C(=O)Nc1cnc(C(C)(C)C)nc1,5.05,lockbox_primary,0.36923076923076925,OADMET-0003386,CC(=O)N(C)c1ccc(NC(=O)C(C)Oc2cccnc2)cn1,3.35
737,OADMET-0002315,NCc1ccc2c(c1)OCO2,[NH3+]Cc1ccc2c(c1)OCO2,2.64,lockbox_primary,0.5,OADMET-0002056,c1cc2c(cc1CN1CCNCC1)OCO2,2.82
749,OADMET-0003482,CCS(=O)(=O)N1CCC(C(=O)N2CC(C)(C)C2C(C)C)CC1,CCS(=O)(=O)N1CCC(C(=O)N2CC(C)(C)C2C(C)C)CC1,5.43,lockbox_primary,0.3114754098360656,OADMET-0001763,C=CC(=O)N1CCC(C(=O)NC2CCN(S(=O)(=O)CCC)CC2)CC1,1.88
751,OADMET-0003336,Cc1ccc(C)c(N(C)S(=O)(=O)c2ccc3c(cnn3C(C)C)c2)c1,Cc1ccc(C)c(N(C)S(=O)(=O)c2ccc3c(cnn3C(C)C)c2)c1,5.65,lockbox_primary,0.417910447761194,OADMET-0004848,CC(C)n1ncc2cc(S(=O)(=O)N3CCN(C)CC3c3ccccc3)ccc21,4.81
752,OADMET-0004800,CC(C)Cc1nc(C(=O)N2CC(O)CC2c2ccccc2)cs1,CC(C)Cc1nc(C(=O)N2CC(O)CC2c2ccccc2)cs1,4.44,lockbox_primary,0.32432432432432434,OADMET-0005907,CC(C)Oc1cncc(C(=O)N2CC(C)OCC2c2ccccc2)c1,4.83
753,OADMET-0002979,Cc1cc(-c2cc(C(=O)NCc3ccnc(-n4cccn4)c3)c3c(C)noc3n2)c(C)s1,Cc1cc(-c2cc(C(=O)NCc3ccnc(-n4cccn4)c3)c3c(C)noc3n2)c(C)s1,5.59,excluded_initial_emax,0.3118279569892473,OADMET-0005375,CCCc1noc2nc(-c3ccco3)cc(C(=O)NCCNC(=O)c3ccc(O)cc3)c12,4.53
757,OADMET-0001370,CC(C)n1c(=O)n(CC(=O)NCCCc2ccccc2)c2cc(S(=O)(=O)N3CCCC3)ccc21,CC(C)n1c(=O)n(CC(=O)NCCCc2ccccc2)c2cc(S(=O)(=O)N3CCCC3)ccc21,5.26,lockbox_primary,0.31645569620253167,OADMET-0005445,CN(Cc1ccccc1)S(=O)(=O)c1ccc(NC(=O)CN2CCCC2)cc1,4.5
760,OADMET-0005707,COc1cn(-c2ccccc2)nc1-c1nc(-c2ccccn2)no1,COc1cn(-c2ccccc2)nc1-c1nc(-c2ccccn2)no1,4.3,lockbox_primary,0.3492063492063492,OADMET-0004267,CC(C)Oc1ccccc1-c1nc(-c2cnccn2)no1,4.3
764,OADMET-0003667,NC(=O)CN1C[C@H](O)CC1=O,NC(=O)CN1C[C@H](O)CC1=O,2.25,lockbox_primary,0.26666666666666666,OADMET-0004812,CN(C)C(=O)c1cccc(NC(=O)CN2CC(O)Cc3ccccc32)c1,4.72
765,OADMET-0004897,O=C(c1cc(-c2ccccc2)nc2ccccc12)N1CCN(Cc2nnnn2-c2ccccc2)CC1,O=C(c1cc(-c2ccccc2)nc2ccccc12)N1CC[NH+](Cc2nnnn2-c2ccccc2)CC1,5.12,lockbox_primary,0.41333333333333333,OADMET-0002012,Cc1ccc(-c2cc(C(=O)N3CCN(c4ccc(F)cc4)CC3)c3ccccc3n2)o1,4.33
766,OADMET-0001935,COc1ccc(CCC(=O)Nc2nc3ccc(Cl)cc3s2)cc1OC,COc1ccc(CCC(=O)Nc2nc3ccc(Cl)cc3s2)cc1OC,4.99,lockbox_primary,0.4528301886792453,OADMET-0002309,COc1ccc(CCC(=O)O)cc1OC,2.87
774,OADMET-0003305,O=C(Nc1ccc(C(F)(F)F)nn1)Nc1cc(CC2CCCCC2)n[nH]1,O=C(Nc1ccc(C(F)(F)F)nn1)Nc1cc(CC2CCCCC2)n[nH]1,1.83,lockbox_primary,0.2948717948717949,OADMET-0005952,O=C(Nc1ccc(C2CC2)nn1)NC1(c2cccc(OC(F)(F)F)c2)CC1,5.03
775,OADMET-0004684,N#CC1(C2CCCC2)CCN(C(=O)C2CCNc3ccccc3C2)CC1,N#CC1(C2CCCC2)CCN(C(=O)C2CCNc3ccccc3C2)CC1,5.0,excluded_initial_emax,0.29577464788732394,OADMET-0003575,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,4.18
776,OADMET-0002782,COCn1nc(C)c(NS(=O)(=O)c2cc(C)c(Cl)cc2Cl)c1C,COCn1nc(C)c(NS(=O)(=O)c2cc(C)c(Cl)cc2Cl)c1C,5.41,excluded_initial_emax,0.288135593220339,OADMET-0003117,COc1ccc(C)cc1S(=O)(=O)Nc1cc(Cl)cc(Cl)c1,5.08
777,OADMET-0001965,O=C(c1cc(-c2cccs2)on1)N1CCN(c2ccc(F)cc2)CC1,O=C(c1cc(-c2cccs2)on1)N1CCN(c2ccc(F)cc2)CC1,2.08,lockbox_primary,0.5102040816326531,OADMET-0002305,O=C(O)c1cc(-c2cccs2)on1,2.18
